img,n_tiles,tile_confs,tile_nboxes,full_conf640,w,h
1692846898.641009.png,10,0.000000;0.000000;0.526014;0.270005;0.469639;0.323973;0.151310;0.000000;0.429218;0.566090,0;0;2;3;5;2;3;0;5;2,0.0,2560,960
1692846898.973549.png,10,0.000000;0.089551;0.531628;0.222736;0.285139;0.210009;0.118087;0.000000;0.487853;0.359703,0;2;2;7;5;1;4;0;3;3,0.0,2560,960
1692846899.305877.png,10,0.000000;0.059183;0.500873;0.496520;0.547161;0.220506;0.218852;0.000000;0.475832;0.215511,0;3;2;10;5;1;5;0;3;2,0.0,2560,960
1692846899.641071.png,10,0.000000;0.075090;0.552288;0.551029;0.439296;0.256464;0.099078;0.264745;0.000000;0.460564,0;1;2;13;5;1;4;2;0;3,0.0,2560,960
1692846899.973100.png,10,0.141210;0.221304;0.518798;0.396352;0.547828;0.234362;0.130787;0.438815;0.413302;0.618128,2;3;3;10;2;1;6;2;5;3,0.0,2560,960
1692846900.305326.png,10,0.350256;0.359557;0.541685;0.447615;0.402228;0.393577;0.164976;0.063469;0.532313;0.496942,4;4;3;15;9;1;3;1;6;3,0.0,2560,960
1692846900.641136.png,10,0.340321;0.453271;0.562331;0.362735;0.194979;0.396502;0.159666;0.227913;0.246303;0.396143,2;3;3;4;2;2;5;1;2;3,0.0,2560,960
1692846900.973246.png,10,0.477591;0.582426;0.532999;0.564230;0.532312;0.428211;0.139677;0.000000;0.604009;0.351949,2;2;2;4;3;1;5;0;3;5,0.0,2560,960
1692846901.305626.png,10,0.362796;0.521283;0.546156;0.339903;0.532968;0.455839;0.130014;0.075643;0.488372;0.461378,2;2;2;7;4;1;7;1;5;3,0.0,2560,960
1692846901.641939.png,10,0.485343;0.621333;0.493478;0.290872;0.442049;0.479748;0.136632;0.371777;0.547091;0.297142,2;2;3;12;5;2;3;1;2;3,0.0,2560,960
1692846901.973671.png,10,0.601541;0.703639;0.533745;0.461887;0.517526;0.438325;0.111495;0.298602;0.586428;0.437672,1;2;3;6;5;2;6;1;4;3,0.0,2560,960
1692846902.305388.png,10,0.469018;0.619058;0.539600;0.375045;0.411503;0.408767;0.137852;0.159345;0.188947;0.501796,1;3;2;4;6;2;3;2;1;3,0.0,2560,960
1692846902.641203.png,10,0.530918;0.627472;0.529184;0.416105;0.477164;0.382291;0.117404;0.192284;0.430892;0.569108,2;2;3;6;5;2;3;1;3;5,0.079019,2560,960
1692846902.973392.png,10,0.564130;0.665070;0.537367;0.442344;0.517022;0.307452;0.091096;0.442370;0.493373;0.486594,2;2;3;4;4;1;3;2;2;4,0.0,2560,960
1692846903.305441.png,10,0.576333;0.656956;0.561898;0.269745;0.420279;0.466560;0.080325;0.329991;0.467461;0.293513,2;2;3;3;6;1;4;2;3;4,0.104962,2560,960
1692846903.641633.png,10,0.594389;0.666737;0.523502;0.426949;0.446637;0.553234;0.101474;0.142479;0.548787;0.589427,2;3;2;7;6;1;4;1;3;6,0.058266,2560,960
1692846903.973799.png,10,0.648811;0.710104;0.559518;0.546851;0.290734;0.589535;0.061776;0.000000;0.390208;0.523331,2;2;2;7;1;1;2;0;4;2,0.267222,2560,960
1692846904.305463.png,10,0.678164;0.712327;0.541455;0.494015;0.562718;0.607483;0.051304;0.379134;0.080786;0.147298,2;2;3;5;3;1;2;1;2;2,0.19366,2560,960
1692846904.641126.png,10,0.717207;0.751309;0.489469;0.615628;0.464211;0.425340;0.074773;0.234140;0.658424;0.069479,2;2;5;5;4;1;3;3;2;2,0.255562,2560,960
1692846904.973381.png,10,0.677688;0.722999;0.510032;0.382687;0.485193;0.449166;0.081974;0.051560;0.000000;0.357576,2;2;2;5;6;1;2;1;0;2,0.477324,2560,960
1692846905.305436.png,10,0.632320;0.689342;0.491408;0.481933;0.538292;0.392097;0.070178;0.142898;0.346088;0.403690,2;2;2;6;10;1;2;1;2;8,0.245431,2560,960
1692846905.641322.png,10,0.802806;0.824131;0.493785;0.584510;0.227829;0.406219;0.145104;0.319083;0.623374;0.278396,1;1;4;6;3;1;3;3;3;3,0.676484,2560,960
1692846905.973393.png,10,0.814401;0.827954;0.494525;0.493771;0.246257;0.361934;0.177625;0.079162;0.535008;0.058535,1;1;3;8;2;1;4;1;4;1,0.716133,2560,960
1692846906.305501.png,10,0.785870;0.806286;0.591009;0.265208;0.217319;0.413058;0.146126;0.372203;0.132858;0.399591,1;1;2;3;2;1;3;2;2;3,0.644622,2560,960
1692846906.641068.png,10,0.793311;0.855878;0.472012;0.720095;0.471041;0.791965;0.799146;0.362207;0.606615;0.569180,1;1;3;6;6;2;2;2;2;3,0.619432,2560,960
1692846906.973035.png,10,0.833349;0.855103;0.575121;0.387378;0.535099;0.872896;0.882674;0.193061;0.486203;0.443711,1;1;3;12;5;2;1;3;5;3,0.512748,2560,960
1692846907.305066.png,10,0.696602;0.696255;0.551615;0.681971;0.277217;0.730618;0.745924;0.102276;0.685979;0.309507,1;1;2;8;5;3;1;1;1;7,0.0,2560,960
1692846907.641232.png,10,0.843794;0.868219;0.540150;0.808546;0.478707;0.853917;0.870041;0.000000;0.820017;0.180573,1;2;2;3;1;2;1;0;4;1,0.298855,2560,960
1692846907.973338.png,10,0.819278;0.858997;0.571068;0.827553;0.387454;0.823890;0.853523;0.112959;0.837009;0.479535,1;1;2;5;4;2;1;1;1;5,0.633813,2560,960
1692846908.305321.png,10,0.789967;0.861972;0.543631;0.822466;0.200409;0.781729;0.861882;0.285963;0.834263;0.355982,1;1;3;12;6;2;1;2;2;5,0.552326,2560,960
1692846908.641603.png,10,0.787900;0.889152;0.535832;0.889629;0.351166;0.809256;0.885259;0.140881;0.892650;0.460264,1;1;2;13;10;1;1;2;2;5,0.455002,2560,960
1692846908.973062.png,10,0.815123;0.854319;0.540935;0.818810;0.386986;0.842226;0.851787;0.234746;0.846352;0.516751,1;1;4;19;8;1;1;2;4;6,0.406105,2560,960
1692846909.305320.png,10,0.807743;0.885060;0.485359;0.852278;0.685438;0.836933;0.878145;0.294580;0.857900;0.517834,2;1;3;9;10;1;1;2;2;8,0.655456,2560,960
1692846909.641101.png,10,0.703884;0.874795;0.586553;0.847709;0.636523;0.762671;0.870195;0.078565;0.854269;0.634480,1;1;2;6;10;3;1;1;4;9,0.720371,2560,960
1692846909.973310.png,10,0.188542;0.861806;0.477040;0.740404;0.614673;0.214116;0.874051;0.133954;0.789896;0.419597,2;1;3;5;6;6;1;1;2;7,0.320294,2560,960
1692846910.305133.png,10,0.366554;0.768945;0.469247;0.662799;0.463797;0.344855;0.795975;0.473530;0.679872;0.264501,2;1;3;9;7;4;1;2;5;4,0.221017,2560,960
1692846910.641067.png,10,0.073681;0.730755;0.510319;0.760404;0.614049;0.275803;0.778677;0.222792;0.719939;0.677496,2;1;3;8;7;4;2;1;4;9,0.073158,2560,960
1692846910.973606.png,10,0.152932;0.779887;0.539827;0.386447;0.452964;0.259685;0.833079;0.000000;0.318029;0.423135,4;1;2;5;6;4;2;0;3;3,0.15658,2560,960
1692846911.305099.png,10,0.304288;0.738937;0.537794;0.599225;0.560602;0.426330;0.833222;0.260785;0.633971;0.516015,3;1;3;5;8;2;2;2;2;3,0.390961,2560,960
1692846911.637406.png,10,0.339983;0.839088;0.511652;0.396807;0.680020;0.437029;0.878079;0.476794;0.521271;0.754078,2;1;3;9;5;3;1;1;4;6,0.113933,2560,960
1692846911.973077.png,10,0.000000;0.815596;0.509098;0.567860;0.738844;0.246385;0.865187;0.317669;0.289722;0.720022,0;1;4;9;4;2;2;1;4;3,0.315516,2560,960
1692846912.305138.png,10,0.000000;0.714731;0.510538;0.467397;0.639135;0.201794;0.775869;0.000000;0.425326;0.527159,0;1;2;6;9;3;2;0;3;3,0.106328,2560,960
1692846912.637188.png,10,0.000000;0.653310;0.569824;0.602863;0.573132;0.156317;0.732010;0.266054;0.711025;0.623558,0;1;3;6;6;2;1;3;1;7,0.452626,2560,960
1692846912.973290.png,10,0.000000;0.764494;0.522262;0.776368;0.755233;0.164383;0.803075;0.159492;0.788977;0.792366,0;1;4;7;12;2;1;3;1;8,0.230174,2560,960
1692846913.305702.png,10,0.000000;0.835114;0.500112;0.728115;0.768137;0.289071;0.840064;0.398722;0.756193;0.782738,0;1;3;10;6;3;1;3;1;4,0.598165,2560,960
1692846913.637888.png,10,0.000000;0.846142;0.542863;0.816451;0.812748;0.194451;0.857122;0.050026;0.839080;0.839229,0;1;2;5;8;4;1;1;1;7,0.523887,2560,960
1692846913.973124.png,10,0.000000;0.883497;0.550652;0.853459;0.857244;0.199765;0.885731;0.501626;0.858729;0.861146,0;1;3;9;9;4;1;1;3;4,0.459212,2560,960
1692846914.305233.png,10,0.000000;0.858492;0.520082;0.679212;0.849120;0.337876;0.859879;0.137470;0.845252;0.851944,0;1;2;7;3;2;2;2;2;4,0.715395,2560,960
1692846914.637095.png,10,0.000000;0.813298;0.523979;0.824965;0.819452;0.229419;0.821381;0.285722;0.831274;0.829358,0;2;4;7;5;2;2;1;2;3,0.690532,2560,960
1692846914.973358.png,10,0.061291;0.889631;0.543298;0.869722;0.861834;0.262449;0.893367;0.000000;0.878795;0.882073,1;2;2;6;5;3;2;0;1;3,0.403353,2560,960
1692846915.305381.png,10,0.770180;0.854615;0.452590;0.847166;0.555310;0.795979;0.859674;0.236911;0.849449;0.600233,1;2;3;6;5;2;2;3;2;5,0.636275,2560,960
1692846915.637735.png,10,0.881224;0.887865;0.533579;0.860651;0.279167;0.884571;0.893388;0.109047;0.857772;0.313002,1;1;3;12;7;1;3;2;4;7,0.591062,2560,960
1692846915.973727.png,10,0.881079;0.898613;0.363916;0.859483;0.569436;0.890200;0.901902;0.218767;0.859307;0.652563,1;2;5;7;6;1;2;4;1;5,0.636543,2560,960
1692846916.305618.png,10,0.828884;0.859644;0.502749;0.854642;0.481568;0.833922;0.865264;0.216473;0.864121;0.339541,1;1;3;9;3;1;4;2;1;3,0.331751,2560,960
1692846916.637681.png,10,0.821758;0.831628;0.419791;0.835017;0.571246;0.827352;0.844874;0.000000;0.844418;0.611157,1;1;2;6;3;2;3;0;2;6,0.122669,2560,960
1692846916.973527.png,10,0.829170;0.846503;0.430446;0.831900;0.426436;0.833188;0.863044;0.334963;0.833355;0.402147,1;1;3;6;5;1;2;2;1;5,0.092958,2560,960
1692846917.305762.png,10,0.785675;0.805622;0.477444;0.799366;0.535531;0.798472;0.819989;0.361800;0.795802;0.518404,1;2;3;6;6;1;2;1;1;4,0.492526,2560,960
1692846917.637604.png,10,0.834125;0.851608;0.488652;0.823388;0.578850;0.847861;0.861458;0.257326;0.825877;0.631937,1;1;3;5;6;1;3;2;1;3,0.54183,2560,960
1692846917.973602.png,10,0.811347;0.833425;0.517245;0.809726;0.384581;0.833487;0.860500;0.124333;0.818823;0.107641,1;1;3;10;6;1;2;3;3;2,0.255984,2560,960
1692846918.305518.png,10,0.741265;0.828883;0.469539;0.738900;0.484522;0.743914;0.851781;0.124495;0.765152;0.521231,2;2;2;5;6;3;3;3;4;7,0.453669,2560,960
1692846918.637582.png,10,0.748348;0.823002;0.483950;0.788640;0.565775;0.784676;0.843833;0.232620;0.795439;0.590500,1;1;3;3;9;1;2;1;1;8,0.167687,2560,960
1692846918.973746.png,10,0.808450;0.848722;0.464175;0.805388;0.456148;0.819549;0.852494;0.426603;0.823722;0.540770,1;1;4;8;7;1;3;2;1;4,0.106377,2560,960
1692846919.305598.png,10,0.799324;0.822354;0.559208;0.797921;0.543053;0.815210;0.844351;0.097109;0.808376;0.451872,1;2;2;7;6;1;2;2;2;5,0.220236,2560,960
1692846919.637278.png,10,0.739820;0.784859;0.485179;0.788792;0.529522;0.759851;0.798549;0.423190;0.799105;0.452046,2;1;4;6;5;3;2;3;2;5,0.077157,2560,960
1692846919.973836.png,10,0.664090;0.819599;0.498670;0.588714;0.415458;0.714118;0.846544;0.165477;0.577016;0.449727,2;1;3;14;9;3;3;2;4;7,0.096142,2560,960
1692846920.305148.png,10,0.846870;0.871735;0.412683;0.762464;0.640756;0.869274;0.892858;0.000000;0.793979;0.485429,1;1;2;4;7;1;3;0;3;4,0.092648,2560,960
1692846920.637528.png,10,0.770525;0.791803;0.489723;0.732218;0.524266;0.827687;0.854270;0.197260;0.786536;0.417103,1;1;3;4;9;1;3;4;1;7,0.094188,2560,960
1692846920.973006.png,10,0.818339;0.819542;0.544856;0.802678;0.597497;0.874351;0.873892;0.406191;0.873229;0.426243,1;1;4;3;5;1;4;2;2;4,0.583357,2560,960
1692846921.305292.png,10,0.813886;0.836455;0.486656;0.515299;0.504255;0.706518;0.762793;0.068123;0.666409;0.351404,1;1;2;5;7;2;5;1;1;10,0.711289,2560,960
1692846921.637097.png,10,0.764764;0.781520;0.495672;0.275236;0.628554;0.096042;0.159347;0.302830;0.578250;0.608086,1;1;3;7;9;3;4;2;5;9,0.696898,2560,960
1692846921.973450.png,10,0.820328;0.828655;0.474500;0.645890;0.615839;0.089075;0.161014;0.000000;0.513489;0.444870,1;1;2;4;7;2;3;0;1;5,0.682435,2560,960
1692846922.305527.png,10,0.780715;0.775848;0.468333;0.309012;0.539677;0.000000;0.362914;0.184354;0.181542;0.368056,1;1;3;5;8;0;3;1;2;5,0.569211,2560,960
1692846922.637207.png,10,0.763800;0.757776;0.506295;0.550737;0.586259;0.094404;0.264551;0.166784;0.604632;0.246660,1;1;3;10;7;1;2;4;3;7,0.42725,2560,960
1692846922.973383.png,10,0.734168;0.764028;0.483288;0.230887;0.353844;0.133830;0.338369;0.300082;0.162747;0.463154,1;1;4;7;5;2;3;2;1;4,0.297688,2560,960
1692846923.305460.png,10,0.687331;0.707200;0.483484;0.317739;0.275993;0.064876;0.277374;0.427282;0.324252;0.253964,2;2;4;4;6;1;8;2;1;3,0.338941,2560,960
1692846923.637735.png,10,0.738429;0.773446;0.507725;0.283392;0.453717;0.060522;0.240230;0.375751;0.110017;0.576393,2;3;3;6;6;2;4;2;1;2,0.244218,2560,960
1692846923.973479.png,10,0.681865;0.711196;0.424771;0.272464;0.550991;0.067947;0.338479;0.209718;0.000000;0.582656,2;2;4;7;5;1;3;3;0;3,0.133995,2560,960
1692846924.305691.png,10,0.659086;0.700965;0.493423;0.321851;0.275550;0.056714;0.319449;0.543247;0.085604;0.310635,2;2;3;3;1;1;7;1;2;3,0.058331,2560,960
1692846924.637678.png,10,0.645176;0.705597;0.483983;0.244810;0.270452;0.102602;0.273337;0.405770;0.279788;0.359994,2;3;4;8;6;2;5;4;3;5,0.0,2560,960
1692846924.973392.png,10,0.588875;0.704168;0.439209;0.437655;0.478669;0.071333;0.258795;0.388924;0.063362;0.596877,1;1;4;3;4;2;2;2;1;5,0.0,2560,960
1692846925.305784.png,10,0.691346;0.753814;0.477231;0.533258;0.563365;0.054475;0.160807;0.249052;0.567582;0.628070,2;1;3;5;5;2;6;1;3;6,0.0,2560,960
1692846925.637649.png,10,0.469475;0.628387;0.532575;0.354134;0.380273;0.000000;0.157341;0.107102;0.400272;0.492224,2;2;2;10;6;0;7;3;2;2,0.0,2560,960
1692846925.973526.png,10,0.504317;0.635476;0.493253;0.520726;0.357572;0.091112;0.163120;0.456165;0.577202;0.456273,1;2;3;3;4;1;3;2;1;2,0.0,2560,960
1692846926.305678.png,10,0.406186;0.552560;0.536163;0.435510;0.438595;0.165180;0.182947;0.129900;0.070790;0.554832,1;2;2;7;6;2;6;3;3;3,0.0,2560,960
1692846926.637504.png,10,0.438400;0.583175;0.433456;0.426745;0.420204;0.155244;0.323967;0.424320;0.383389;0.396101,1;3;4;10;6;2;3;2;1;5,0.0,2560,960
1692846926.973474.png,10,0.476136;0.595985;0.533013;0.687180;0.568841;0.092733;0.393818;0.578208;0.235221;0.454683,2;2;5;5;5;2;5;3;3;9,0.0,2560,960
1692846927.305651.png,10,0.465665;0.615047;0.492643;0.474931;0.613045;0.000000;0.376762;0.057778;0.257988;0.421615,2;2;2;5;3;0;4;1;1;3,0.0,2560,960
1692846927.637734.png,10,0.416828;0.515809;0.458398;0.609460;0.551316;0.071213;0.365381;0.181560;0.669295;0.342096,1;2;2;6;5;2;3;3;1;4,0.0,2560,960
1692846927.973491.png,10,0.193462;0.280805;0.489202;0.490342;0.561190;0.054355;0.346912;0.226091;0.069791;0.332199,3;3;3;4;7;1;4;3;2;4,0.0,2560,960
1692846928.305834.png,10,0.076103;0.388851;0.553790;0.561699;0.137322;0.063161;0.543272;0.125967;0.601031;0.497274,1;1;2;10;2;1;4;3;3;1,0.0,2560,960
1692846928.637545.png,10,0.061750;0.121596;0.528511;0.611687;0.294571;0.093169;0.274876;0.000000;0.120284;0.383417,1;1;2;8;3;1;5;0;1;3,0.0,2560,960
1692846928.973619.png,10,0.000000;0.432854;0.565568;0.534969;0.615799;0.113909;0.561988;0.000000;0.405353;0.471558,0;1;2;5;7;1;3;0;2;6,0.0,2560,960
1692846929.305537.png,10,0.105258;0.688135;0.526006;0.422925;0.511815;0.058630;0.702473;0.060169;0.450409;0.562335,1;1;2;2;3;1;4;1;3;5,0.0,2560,960
1692846929.637984.png,10,0.000000;0.692655;0.506343;0.532954;0.474483;0.000000;0.713142;0.380529;0.437356;0.298200,0;1;3;4;3;0;3;3;4;4,0.0,2560,960
1692846929.973612.png,10,0.000000;0.699960;0.434639;0.474205;0.111930;0.051164;0.722783;0.291078;0.601069;0.187141,0;1;4;4;3;1;4;4;4;4,0.0,2560,960
1692846930.305617.png,10,0.122690;0.621619;0.520678;0.389456;0.544415;0.000000;0.664697;0.117446;0.523075;0.551879,1;1;2;3;4;0;5;1;2;1,0.0,2560,960
1692846930.638178.png,10,0.148254;0.498942;0.435958;0.554655;0.181539;0.000000;0.576676;0.535641;0.597973;0.090685,1;1;3;12;5;0;2;1;3;3,0.0,2560,960
1692846930.973574.png,10,0.098638;0.656141;0.520211;0.401038;0.572534;0.050030;0.704235;0.301334;0.000000;0.658464,1;1;4;6;6;1;4;2;0;5,0.0,2560,960
1692846931.305576.png,10,0.059762;0.436541;0.504397;0.328171;0.406947;0.052620;0.504600;0.229463;0.621587;0.516345,1;1;2;9;5;1;5;3;1;11,0.0,2560,960
1692846931.637658.png,10,0.105900;0.574426;0.498003;0.307292;0.293815;0.055517;0.611846;0.157002;0.000000;0.607310,1;1;3;4;2;1;4;2;0;3,0.0,2560,960
1692846931.974182.png,10,0.122842;0.489821;0.370337;0.554812;0.384968;0.062507;0.527221;0.444170;0.073917;0.438105,1;1;5;3;6;2;4;1;1;5,0.0,2560,960
1692846932.305498.png,10,0.136807;0.585821;0.513480;0.311343;0.413198;0.061775;0.610014;0.442772;0.073302;0.473619,1;1;4;3;4;1;4;2;2;4,0.0,2560,960
1692846932.637641.png,10,0.097903;0.333116;0.529049;0.554215;0.312667;0.056938;0.491235;0.174036;0.599188;0.351718,1;1;4;5;7;1;3;2;2;5,0.0,2560,960
1692846932.973554.png,10,0.094957;0.288540;0.428605;0.171227;0.435278;0.000000;0.442666;0.000000;0.458900;0.593159,1;1;2;3;4;0;3;0;1;4,0.0,2560,960
1692846933.305702.png,10,0.103955;0.530483;0.526164;0.195256;0.338516;0.102705;0.662813;0.000000;0.095175;0.313138,1;1;2;3;3;1;3;0;2;3,0.0,2560,960
1692846933.637375.png,10,0.000000;0.353362;0.504689;0.544976;0.587862;0.076225;0.524599;0.281739;0.429992;0.338033,0;1;3;3;7;1;3;1;1;7,0.0,2560,960
1692846933.973509.png,10,0.000000;0.611728;0.460068;0.573359;0.569082;0.087321;0.662876;0.172627;0.553068;0.641234,0;1;3;5;5;3;1;2;4;4,0.0,2560,960
1692846934.305510.png,10,0.000000;0.622135;0.560269;0.285635;0.490230;0.111204;0.694255;0.282627;0.219148;0.583489,0;1;3;3;2;2;3;2;1;1,0.0,2560,960
1692846934.637371.png,10,0.000000;0.507125;0.536688;0.307782;0.523752;0.103183;0.639541;0.180886;0.098573;0.472719,0;1;4;4;6;1;3;3;2;6,0.0,2560,960
1692846934.973546.png,10,0.000000;0.418638;0.477075;0.467685;0.543196;0.102180;0.580287;0.000000;0.000000;0.427662,0;1;2;5;7;1;1;0;0;5,0.0,2560,960
1692846935.305478.png,10,0.000000;0.213793;0.564877;0.251204;0.521883;0.054934;0.454706;0.542732;0.072131;0.636606,0;1;3;4;4;1;1;1;1;4,0.0,2560,960
1692846935.637833.png,10,0.058244;0.450049;0.558186;0.432916;0.528644;0.088808;0.582509;0.198731;0.000000;0.360944,1;1;2;3;6;2;3;2;0;5,0.0,2560,960
1692846935.973443.png,10,0.073852;0.538109;0.571513;0.118343;0.373873;0.117394;0.651107;0.422424;0.073737;0.375710,2;1;4;6;5;1;3;2;1;2,0.0,2560,960
1692846936.305537.png,10,0.133446;0.663974;0.494936;0.238214;0.516096;0.159238;0.733752;0.327205;0.179505;0.529755,3;1;3;3;6;3;1;1;1;6,0.0,2560,960
1692846936.637511.png,10,0.104078;0.226741;0.539181;0.389221;0.366877;0.138313;0.399729;0.465750;0.521930;0.101696,2;2;4;1;2;2;4;3;2;3,0.0,2560,960
1692846936.973438.png,10,0.197197;0.287397;0.550699;0.364692;0.549728;0.124370;0.468680;0.396994;0.000000;0.616662,2;2;3;4;7;2;2;1;0;3,0.0,2560,960
1692846937.305753.png,10,0.070287;0.259827;0.417677;0.388682;0.522465;0.089390;0.456542;0.269812;0.000000;0.239783,3;2;3;2;3;2;2;2;0;2,0.0,2560,960
1692846937.637508.png,10,0.112751;0.336786;0.541287;0.561242;0.421388;0.063179;0.273010;0.324144;0.000000;0.559469,2;3;3;3;1;2;2;2;0;1,0.0,2560,960
1692846937.973588.png,10,0.305077;0.490410;0.433252;0.538294;0.445338;0.099412;0.339606;0.306300;0.480296;0.479316,2;2;3;1;6;1;5;2;3;8,0.0,2560,960
1692846938.305570.png,10,0.050394;0.191175;0.509922;0.477900;0.578198;0.124313;0.406181;0.307095;0.265332;0.329603,1;2;3;2;7;2;4;1;1;6,0.0,2560,960
1692846938.637560.png,10,0.109962;0.118272;0.441115;0.401968;0.460256;0.143815;0.339269;0.069871;0.327396;0.530600,2;2;2;5;6;3;6;3;1;3,0.0,2560,960
1692846938.973818.png,10,0.195451;0.374989;0.455998;0.180705;0.218619;0.205919;0.321459;0.080523;0.000000;0.259766,3;2;2;3;4;2;3;1;0;5,0.0,2560,960
1692846939.305874.png,10,0.184535;0.460834;0.448513;0.396921;0.537627;0.169814;0.250076;0.472456;0.082638;0.370966,2;3;3;4;6;2;3;1;2;7,0.0,2560,960
1692846939.637715.png,10,0.088143;0.202439;0.420378;0.189801;0.143894;0.160861;0.209059;0.300147;0.335670;0.139585,2;1;5;4;5;2;3;3;1;2,0.0,2560,960
1692846939.973430.png,10,0.158844;0.378628;0.449962;0.238328;0.302027;0.165446;0.373431;0.257291;0.000000;0.498246,3;2;3;5;2;2;4;1;0;4,0.0,2560,960
1692846940.305612.png,10,0.311737;0.000000;0.492897;0.279734;0.249400;0.371043;0.190632;0.405533;0.095068;0.291965,2;0;3;3;2;3;4;1;1;3,0.0,2560,960
1692846940.637552.png,10,0.250733;0.539125;0.442655;0.224824;0.323795;0.290985;0.211803;0.280054;0.000000;0.266526,3;2;2;4;2;3;4;2;0;3,0.0,2560,960
