img,z,conf_full1920,conf_sahi,conf_union
1692846889.673221,,0.3831,0.5069,0.5069
1692846889.705394,,0.4437,0.633,0.633
1692846889.741189,,0.4179,0.6365,0.6365
1692846889.773260,,0.3909,0.6131,0.6131
1692846889.805372,,0.4253,0.6379,0.6379
1692846889.841494,,0.3976,0.629,0.629
1692846889.873641,,0.5392,0.5729,0.5729
1692846889.905676,,0.4215,0.592,0.592
1692846889.941271,,0.4518,0.5869,0.5869
1692846889.973360,,0.3947,0.5871,0.5871
1692846890.005506,,0.5673,0.6279,0.6279
1692846890.041215,,0.3618,0.5009,0.5009
1692846890.073256,,0.4404,0.5352,0.5352
1692846890.105306,,0.4076,0.54,0.54
1692846890.141053,,0.4546,0.5551,0.5551
1692846890.173341,,0.4237,0.5863,0.5863
1692846890.205243,,0.3576,0.5496,0.5496
1692846890.241255,,0.4532,0.647,0.647
1692846890.273296,,0.3686,0.6214,0.6214
1692846890.305293,,0.3313,0.5024,0.5024
1692846890.341167,,0.4598,0.5545,0.5545
1692846890.373289,,0.3881,0.5103,0.5103
1692846890.405154,,0.5077,0.6408,0.6408
1692846890.441213,,0.4715,0.6342,0.6342
1692846890.473384,,0.4695,0.623,0.623
1692846890.505253,,0.4576,0.5449,0.5449
1692846890.541363,,0.479,0.6615,0.6615
1692846890.573167,,0.4491,0.4838,0.4838
1692846890.605331,,0.398,0.5098,0.5098
1692846890.641196,,0.4104,0.6338,0.6338
1692846890.673311,,0.4769,0.4982,0.4982
1692846890.705422,,0.3546,0.6211,0.6211
1692846890.741265,,0.4156,0.5879,0.5879
1692846890.773249,,0.4279,0.6152,0.6152
1692846890.805320,,0.4672,0.5485,0.5485
1692846890.841237,,0.4184,0.6268,0.6268
1692846890.873211,,0.4883,0.7256,0.7256
1692846890.905457,,0.4475,0.4978,0.4978
1692846890.941207,,0.4377,0.6088,0.6088
1692846890.973237,,0.4709,0.6412,0.6412
1692846891.005407,,0.3073,0.6462,0.6462
1692846891.041432,,0.4139,0.5278,0.5278
1692846891.073070,,0.392,0.6242,0.6242
1692846891.104939,,0.4174,0.6015,0.6015
1692846891.141058,,0.4129,0.5456,0.5456
1692846891.172938,,0.3396,0.5331,0.5331
1692846891.204937,,0.5097,0.671,0.671
1692846891.240995,,0.4383,0.5291,0.5291
1692846891.273056,,0.3097,0.5578,0.5578
1692846891.304939,,0.3833,0.5459,0.5459
1692846891.340928,,0.4307,0.5398,0.5398
1692846891.374068,,0.4551,0.5554,0.5554
1692846891.405012,,0.4578,0.545,0.545
1692846891.441219,,0.3903,0.5451,0.5451
1692846891.473112,,0.4102,0.6183,0.6183
1692846891.505053,,0.4085,0.59,0.59
1692846891.541082,,0.5199,0.6452,0.6452
1692846891.573462,,0.5157,0.5261,0.5261
1692846891.605494,,0.3587,0.5744,0.5744
1692846891.641807,,0.4338,0.6036,0.6036
1692846891.673554,,0.4412,0.6319,0.6319
1692846891.705489,,0.5001,0.6455,0.6455
1692846891.741276,,0.4076,0.4946,0.4946
1692846891.773446,,0.357,0.6257,0.6257
1692846891.805185,,0.4607,0.5911,0.5911
1692846891.841534,,0.3352,0.5934,0.5934
1692846891.873387,,0.4642,0.5282,0.5282
1692846891.905061,,0.4318,0.5377,0.5377
1692846891.941802,,0.306,0.5697,0.5697
1692846891.973177,,0.4887,0.6351,0.6351
1692846892.005354,,0.3405,0.5232,0.5232
1692846892.041761,,0.4082,0.568,0.568
1692846892.073185,,0.411,0.5234,0.5234
1692846892.105047,,0.4093,0.6406,0.6406
1692846892.141327,,0.375,0.6012,0.6012
1692846892.172997,,0.5813,0.6747,0.6747
1692846892.205072,,0.3455,0.5566,0.5566
1692846892.241132,,0.36,0.5572,0.5572
1692846892.272935,,0.5997,0.5972,0.5997
1692846892.305127,,0.4715,0.5559,0.5559
1692846892.341004,,0.4719,0.5492,0.5492
1692846892.373144,,0.4949,0.6546,0.6546
1692846892.405320,,0.4982,0.5948,0.5948
1692846892.441141,,0.446,0.5874,0.5874
1692846892.473359,,0.4611,0.5846,0.5846
1692846892.505258,,0.4253,0.5392,0.5392
1692846892.540977,,0.4217,0.5896,0.5896
1692846892.573120,,0.4656,0.5791,0.5791
1692846892.605304,,0.4451,0.5946,0.5946
1692846892.641099,,0.4844,0.579,0.579
1692846892.673002,,0.4672,0.6349,0.6349
1692846892.705241,,0.4612,0.6067,0.6067
1692846892.741339,,0.4684,0.5785,0.5785
1692846892.773141,,0.383,0.6417,0.6417
1692846892.805302,,0.4678,0.5714,0.5714
1692846892.841403,,0.4407,0.5928,0.5928
1692846892.873048,,0.366,0.5472,0.5472
1692846892.905265,,0.4593,0.6058,0.6058
1692846892.940987,,0.4823,0.6714,0.6714
1692846892.973081,,0.4184,0.5896,0.5896
1692846893.005000,,0.5333,0.5874,0.5874
1692846893.041284,,0.4574,0.6167,0.6167
1692846893.073389,,0.3924,0.6647,0.6647
1692846893.105629,,0.5924,0.6297,0.6297
1692846893.141699,,0.4614,0.6122,0.6122
1692846893.173340,,0.3113,0.557,0.557
1692846893.205406,,0.5529,0.5937,0.5937
1692846893.241324,,0.5947,0.6867,0.6867
1692846893.273160,,0.4385,0.5844,0.5844
1692846893.305775,,0.404,0.5599,0.5599
1692846893.341417,,0.4616,0.6295,0.6295
1692846893.373039,,0.4537,0.5564,0.5564
1692846893.405008,,0.4109,0.6448,0.6448
1692846893.441275,,0.508,0.6266,0.6266
1692846893.473444,,0.45,0.5858,0.5858
1692846893.505011,,0.5218,0.6366,0.6366
1692846893.541308,,0.37,0.5529,0.5529
1692846893.573235,,0.4878,0.6075,0.6075
1692846893.604944,,0.5836,0.7261,0.7261
1692846893.641169,,0.5423,0.637,0.637
1692846893.673287,,0.3321,0.5213,0.5213
1692846893.705225,,0.4127,0.5113,0.5113
1692846893.741231,,0.5078,0.6687,0.6687
1692846893.773278,,0.443,0.6555,0.6555
1692846893.805014,,0.4117,0.4952,0.4952
1692846893.841190,,0.4263,0.6104,0.6104
1692846893.873273,,0.4397,0.5251,0.5251
1692846893.905226,,0.5255,0.6657,0.6657
1692846893.941135,,0.3828,0.5322,0.5322
1692846893.973204,,0.4025,0.6244,0.6244
1692846894.005364,,0.5599,0.5472,0.5599
1692846894.041240,,0.4073,0.6406,0.6406
1692846894.073491,,0.4631,0.5323,0.5323
1692846894.105525,,0.3861,0.5509,0.5509
1692846894.141180,,0.2855,0.6199,0.6199
1692846894.173266,,0.4261,0.643,0.643
1692846894.205335,,0.4028,0.5204,0.5204
1692846894.241310,,0.4216,0.632,0.632
1692846894.273359,,0.5066,0.5547,0.5547
1692846894.305359,,0.4504,0.4582,0.4582
1692846894.341872,,0.4064,0.6223,0.6223
1692846894.373459,,0.4519,0.5456,0.5456
1692846894.405601,,0.4565,0.58,0.58
1692846894.441553,,0.2894,0.5003,0.5003
1692846894.473541,,0.4635,0.7022,0.7022
1692846894.505470,,0.436,0.5552,0.5552
1692846894.541350,,0.4005,0.649,0.649
1692846894.573426,,0.451,0.679,0.679
1692846894.605462,,0.4132,0.512,0.512
1692846894.641509,,0.4379,0.6003,0.6003
1692846894.673433,,0.4242,0.5814,0.5814
1692846894.705534,,0.4667,0.5385,0.5385
1692846894.741577,,0.4166,0.5168,0.5168
1692846894.773459,,0.4329,0.6328,0.6328
1692846894.805680,,0.3941,0.6939,0.6939
1692846894.841435,,0.4191,0.535,0.535
1692846894.873591,,0.437,0.6864,0.6864
1692846894.905629,,0.4392,0.6839,0.6839
1692846894.941394,,0.4464,0.5784,0.5784
1692846894.973511,,0.4119,0.6732,0.6732
1692846895.005569,,0.4978,0.5493,0.5493
1692846895.041445,,0.3778,0.5847,0.5847
1692846895.073469,,0.4383,0.6557,0.6557
1692846895.105562,,0.4309,0.6328,0.6328
1692846895.141451,,0.4346,0.6161,0.6161
1692846895.173444,,0.5436,0.6536,0.6536
1692846895.205484,,0.4044,0.6486,0.6486
1692846895.241360,,0.4635,0.5713,0.5713
1692846895.273583,,0.3916,0.5843,0.5843
1692846895.305503,,0.4487,0.6613,0.6613
1692846895.341418,,0.4149,0.5833,0.5833
1692846895.373461,,0.4113,0.5331,0.5331
1692846895.405482,,0.4432,0.5661,0.5661
1692846895.441502,,0.4593,0.5795,0.5795
1692846895.473446,,0.4371,0.549,0.549
1692846895.505476,,0.4346,0.5523,0.5523
1692846895.541345,,0.4223,0.5932,0.5932
1692846895.573448,,0.4697,0.5468,0.5468
1692846895.605452,,0.3363,0.6163,0.6163
1692846895.641467,,0.4668,0.5976,0.5976
1692846895.673487,,0.3973,0.4883,0.4883
1692846895.705469,,0.3883,0.5248,0.5248
1692846895.741351,,0.387,0.6714,0.6714
1692846895.773433,,0.3616,0.5346,0.5346
1692846895.805506,,0.4906,0.5619,0.5619
1692846895.841632,,0.4116,0.59,0.59
1692846895.873491,,0.3679,0.5564,0.5564
1692846895.905483,,0.477,0.538,0.538
1692846895.941457,,0.4149,0.5,0.5
1692846895.973340,,0.4344,0.6117,0.6117
1692846896.005494,,0.4275,0.6082,0.6082
1692846896.041436,,0.3534,0.6015,0.6015
1692846896.073111,,0.4625,0.6498,0.6498
1692846896.105037,,0.4379,0.5873,0.5873
1692846896.141147,,0.4077,0.5939,0.5939
1692846896.173104,,0.4107,0.5247,0.5247
1692846896.205101,,0.4634,0.5292,0.5292
1692846896.241238,,0.4102,0.5355,0.5355
1692846896.273247,,0.4099,0.547,0.547
1692846896.305133,,0.4895,0.5763,0.5763
1692846896.341331,,0.4338,0.5255,0.5255
1692846896.373422,,0.4655,0.5831,0.5831
1692846896.405500,,0.454,0.6464,0.6464
1692846896.441896,,0.4045,0.6105,0.6105
1692846896.473255,,0.4337,0.5344,0.5344
1692846896.505294,,0.4028,0.5704,0.5704
1692846896.541231,,0.4267,0.6618,0.6618
1692846896.573086,,0.4149,0.591,0.591
1692846896.605143,,0.4253,0.5254,0.5254
1692846896.641231,,0.4386,0.6585,0.6585
1692846896.673310,,0.3319,0.5912,0.5912
1692846896.705215,,0.406,0.5825,0.5825
1692846896.741039,,0.396,0.5616,0.5616
1692846896.775130,,0.3516,0.5634,0.5634
1692846896.805595,,0.4052,0.5449,0.5449
1692846896.841318,,0.3601,0.6458,0.6458
1692846896.874503,,0.5681,0.4854,0.5681
1692846896.905281,,0.4641,0.5175,0.5175
1692846896.941142,,0.4986,0.5264,0.5264
1692846896.973155,,0.4417,0.5924,0.5924
1692846897.005264,,0.4279,0.5405,0.5405
1692846897.041404,,0.4367,0.6173,0.6173
1692846897.073323,,0.3436,0.5324,0.5324
1692846897.105301,,0.2625,0.4177,0.4177
1692846897.141262,,0.3606,0.5938,0.5938
1692846897.173605,,0.476,0.6459,0.6459
1692846897.205322,,0.3307,0.6332,0.6332
1692846897.241205,,0.4407,0.5738,0.5738
1692846897.273434,,0.4409,0.5244,0.5244
1692846897.305493,,0.479,0.5743,0.5743
1692846897.341080,,0.3909,0.5998,0.5998
1692846897.373206,,0.3737,0.5615,0.5615
1692846897.405230,,0.3157,0.6226,0.6226
1692846897.441235,,0.3763,0.6396,0.6396
1692846897.473229,,0.498,0.5036,0.5036
1692846897.505223,,0.4807,0.5669,0.5669
1692846897.541100,,0.3543,0.6079,0.6079
1692846897.573080,,0.4182,0.5511,0.5511
1692846897.605169,,0.5316,0.6066,0.6066
1692846897.641277,,0.4433,0.5773,0.5773
1692846897.673120,,0.3987,0.5135,0.5135
1692846897.705305,,0.4561,0.5132,0.5132
1692846897.741020,,0.4663,0.5845,0.5845
1692846897.773032,,0.4255,0.5749,0.5749
1692846897.804999,,0.4122,0.5588,0.5588
1692846897.840888,,0.4624,0.6097,0.6097
1692846897.873029,,0.463,0.5292,0.5292
1692846897.905236,,0.4418,0.5972,0.5972
1692846897.941396,,0.4138,0.5993,0.5993
1692846897.973075,,0.4813,0.6049,0.6049
1692846898.005495,,0.5762,0.5545,0.5762
1692846898.041437,,0.4792,0.5699,0.5699
1692846898.073308,,0.4125,0.6347,0.6347
1692846898.105147,,0.435,0.5959,0.5959
1692846898.140879,,0.4789,0.5789,0.5789
1692846898.172930,,0.4117,0.665,0.665
1692846898.205015,,0.3812,0.5355,0.5355
1692846898.241138,,0.4475,0.624,0.624
1692846898.273193,,0.3757,0.5898,0.5898
1692846898.305021,,0.4152,0.5467,0.5467
1692846898.340911,,0.4312,0.5806,0.5806
1692846898.373208,,0.3798,0.6439,0.6439
1692846898.404986,,0.3417,0.6232,0.6232
1692846898.441046,,0.4543,0.5477,0.5477
1692846898.473171,,0.4531,0.5559,0.5559
1692846898.505112,,0.442,0.571,0.571
1692846898.540964,,0.544,0.6214,0.6214
1692846898.573585,,0.4351,0.5364,0.5364
1692846898.605143,,0.4621,0.5358,0.5358
1692846898.641009,,0.4413,0.5661,0.5661
1692846898.673198,,0.3835,0.5833,0.5833
1692846898.705031,,0.4369,0.5735,0.5735
1692846898.741218,,0.3827,0.6159,0.6159
1692846898.773548,,0.3928,0.5842,0.5842
1692846898.805651,,0.4386,0.524,0.524
1692846898.841791,,0.4022,0.5751,0.5751
1692846898.873412,,0.4344,0.5542,0.5542
1692846898.905565,,0.4235,0.4914,0.4914
1692846898.941409,,0.3921,0.5742,0.5742
1692846898.973549,,0.4529,0.5316,0.5316
1692846899.005249,,0.4096,0.5488,0.5488
1692846899.041307,,0.1262,0.6202,0.6202
1692846899.073473,,0.3824,0.49,0.49
1692846899.105267,,0.4335,0.6004,0.6004
1692846899.141163,,0.4103,0.601,0.601
1692846899.173128,,0.5017,0.7005,0.7005
1692846899.205802,,0.4828,0.5575,0.5575
1692846899.241210,,0.4472,0.6429,0.6429
1692846899.273253,,0.429,0.5948,0.5948
1692846899.305877,,0.4908,0.5472,0.5472
1692846899.340987,,0.4249,0.5684,0.5684
1692846899.372948,,0.3346,0.4849,0.4849
1692846899.405174,,0.3616,0.5846,0.5846
1692846899.441097,,0.4941,0.6793,0.6793
1692846899.473094,,0.4972,0.6063,0.6063
1692846899.505065,,0.4536,0.5783,0.5783
1692846899.541035,,0.4863,0.5311,0.5311
1692846899.573407,,0.4827,0.5982,0.5982
1692846899.605216,,0.4449,0.592,0.592
1692846899.641071,,0.4051,0.5523,0.5523
1692846899.673409,,0.4261,0.5248,0.5248
1692846899.705645,,0.4206,0.5556,0.5556
1692846899.741404,,0.3846,0.5106,0.5106
1692846899.773416,,0.4611,0.6057,0.6057
1692846899.805460,,0.4493,0.5368,0.5368
1692846899.841394,,0.4141,0.5499,0.5499
1692846899.873422,,0.3724,0.607,0.607
1692846899.905459,,0.5176,0.6584,0.6584
1692846899.941399,,0.425,0.6243,0.6243
1692846899.973100,,0.4048,0.6181,0.6181
1692846900.005342,,0.3993,0.5189,0.5189
1692846900.041186,,0.4156,0.5383,0.5383
1692846900.073269,,0.344,0.5177,0.5177
1692846900.106555,,0.4726,0.602,0.602
1692846900.141168,,0.4974,0.6502,0.6502
1692846900.173251,,0.4316,0.6209,0.6209
1692846900.205352,,0.5739,0.6371,0.6371
1692846900.241228,,0.377,0.5833,0.5833
1692846900.273224,,0.47,0.6486,0.6486
1692846900.305326,,0.4599,0.5417,0.5417
1692846900.341452,,0.4317,0.6508,0.6508
1692846900.373347,,0.4015,0.6046,0.6046
1692846900.405389,,0.4253,0.5725,0.5725
1692846900.441239,,0.4144,0.5632,0.5632
1692846900.473542,,0.4176,0.6005,0.6005
1692846900.505494,,0.4249,0.5267,0.5267
1692846900.541166,,0.4502,0.5784,0.5784
1692846900.573340,,0.4249,0.6225,0.6225
1692846900.605420,,0.3596,0.6293,0.6293
1692846900.641136,,0.3957,0.5623,0.5623
1692846900.673405,,0.4572,0.605,0.605
1692846900.705385,,0.429,0.5697,0.5697
1692846900.741164,,0.4189,0.5966,0.5966
1692846900.773269,,0.3743,0.571,0.571
1692846900.805489,,0.4127,0.5912,0.5912
1692846900.841134,,0.4491,0.5796,0.5796
1692846900.873257,,0.3711,0.6247,0.6247
1692846900.905305,,0.4574,0.6337,0.6337
1692846900.941110,,0.442,0.5498,0.5498
1692846900.973246,,0.4744,0.604,0.604
1692846901.005584,,0.2836,0.6043,0.6043
1692846901.041372,,0.3906,0.627,0.627
1692846901.073367,,0.403,0.5945,0.5945
1692846901.105343,,0.3261,0.5362,0.5362
1692846901.141254,,0.4251,0.5978,0.5978
1692846901.173270,,0.4618,0.6586,0.6586
1692846901.205605,,0.4781,0.6008,0.6008
1692846901.241303,,0.4972,0.6105,0.6105
1692846901.273467,,0.5086,0.6203,0.6203
1692846901.305626,,0.4846,0.5462,0.5462
1692846901.341369,,0.5065,0.6285,0.6285
1692846901.373642,,0.4422,0.5689,0.5689
1692846901.405449,,0.4221,0.5636,0.5636
1692846901.441199,,0.4024,0.6102,0.6102
1692846901.473499,,0.4614,0.6431,0.6431
1692846901.505472,,0.5271,0.6196,0.6196
1692846901.541201,,0.5279,0.5411,0.5411
1692846901.573483,,0.5548,0.5976,0.5976
1692846901.605566,,0.5522,0.6611,0.6611
1692846901.641939,,0.5301,0.6213,0.6213
1692846901.673351,,0.5081,0.6216,0.6216
1692846901.705815,,0.492,0.5428,0.5428
1692846901.741377,,0.4263,0.5641,0.5641
1692846901.773180,,0.5136,0.6566,0.6566
1692846901.805386,,0.4759,0.5611,0.5611
1692846901.841398,,0.5097,0.6746,0.6746
1692846901.873398,,0.5753,0.6714,0.6714
1692846901.905428,,0.353,0.5195,0.5195
1692846901.941418,,0.3878,0.5341,0.5341
1692846901.973671,,0.5513,0.7036,0.7036
1692846902.005482,,0.4818,0.6409,0.6409
1692846902.041570,,0.5973,0.621,0.621
1692846902.073603,,0.4889,0.6174,0.6174
1692846902.105521,,0.4472,0.6244,0.6244
1692846902.141476,,0.4034,0.6525,0.6525
1692846902.173522,,0.4695,0.6381,0.6381
1692846902.205378,,0.5519,0.6583,0.6583
1692846902.241413,,0.5437,0.5843,0.5843
1692846902.273517,,0.582,0.5412,0.582
1692846902.305388,,0.5783,0.6191,0.6191
1692846902.341439,,0.5736,0.6223,0.6223
1692846902.373205,,0.4942,0.6225,0.6225
1692846902.405305,,0.4204,0.6248,0.6248
1692846902.441457,,0.4667,0.6768,0.6768
1692846902.473462,,0.5814,0.6841,0.6841
1692846902.505354,,0.4687,0.6486,0.6486
1692846902.541148,,0.4493,0.6559,0.6559
1692846902.573271,,0.5215,0.695,0.695
1692846902.605414,,0.3997,0.5507,0.5507
1692846902.641203,,0.5341,0.6275,0.6275
1692846902.673262,,0.5893,0.659,0.659
1692846902.705412,,0.4686,0.6535,0.6535
1692846902.741282,,0.5914,0.6394,0.6394
1692846902.773429,,0.4847,0.5731,0.5731
1692846902.805635,,0.5165,0.5078,0.5165
1692846902.841275,,0.5755,0.6508,0.6508
1692846902.873329,,0.4323,0.5875,0.5875
1692846902.905351,,0.6008,0.6584,0.6584
1692846902.941240,,0.5005,0.5806,0.5806
1692846902.973392,,0.5856,0.6651,0.6651
1692846903.005322,,0.5514,0.5647,0.5647
1692846903.041269,,0.5669,0.6291,0.6291
1692846903.073458,,0.565,0.6445,0.6445
1692846903.105447,,0.617,0.6584,0.6584
1692846903.141479,,0.5373,0.5819,0.5819
1692846903.173270,,0.6227,0.6331,0.6331
1692846903.205273,,0.5703,0.6095,0.6095
1692846903.241334,,0.5226,0.5931,0.5931
1692846903.273509,,0.6213,0.7119,0.7119
1692846903.305441,,0.587,0.657,0.657
1692846903.341173,,0.6669,0.7063,0.7063
1692846903.373481,,0.6561,0.7046,0.7046
1692846903.405266,,0.6242,0.6944,0.6944
1692846903.441177,,0.6911,0.7382,0.7382
1692846903.473277,,0.6333,0.7061,0.7061
1692846903.505307,,0.564,0.7032,0.7032
1692846903.541273,,0.5073,0.6678,0.6678
1692846903.573910,,0.5294,0.6292,0.6292
1692846903.605435,,0.7,0.7146,0.7146
1692846903.641633,,0.658,0.6667,0.6667
1692846903.673481,,0.646,0.633,0.646
1692846903.705624,,0.6293,0.6814,0.6814
1692846903.741123,,0.6246,0.6617,0.6617
1692846903.773610,,0.6974,0.708,0.708
1692846903.805496,,0.5677,0.6123,0.6123
1692846903.841237,,0.7375,0.7472,0.7472
1692846903.873446,,0.6327,0.6841,0.6841
1692846903.905517,,0.7195,0.7292,0.7292
1692846903.941211,,0.5606,0.6869,0.6869
1692846903.973799,,0.6626,0.7101,0.7101
1692846904.005724,,0.7034,0.7153,0.7153
1692846904.041254,,0.5876,0.7225,0.7225
1692846904.073730,,0.7347,0.7476,0.7476
1692846904.106115,,0.7255,0.7155,0.7255
1692846904.141102,,0.6846,0.6894,0.6894
1692846904.173360,,0.6742,0.7608,0.7608
1692846904.205427,,0.724,0.7082,0.724
1692846904.241498,,0.7054,0.7468,0.7468
1692846904.273425,,0.6329,0.6594,0.6594
1692846904.305463,,0.6788,0.7123,0.7123
1692846904.341304,,0.724,0.7594,0.7594
1692846904.373340,,0.6717,0.7081,0.7081
1692846904.405332,,0.652,0.669,0.669
1692846904.441331,,0.672,0.6557,0.672
1692846904.473585,,0.7447,0.7534,0.7534
1692846904.505660,,0.7089,0.7059,0.7089
1692846904.541321,,0.7164,0.7519,0.7519
1692846904.573250,,0.6679,0.7329,0.7329
1692846904.605416,,0.6721,0.7071,0.7071
1692846904.641126,,0.7325,0.7513,0.7513
1692846904.673571,,0.728,0.7605,0.7605
1692846904.705427,,0.6563,0.6785,0.6785
1692846904.741307,,0.6375,0.7157,0.7157
1692846904.773241,,0.7581,0.7674,0.7674
1692846904.805321,,0.7321,0.7089,0.7321
1692846904.841361,,0.6781,0.7298,0.7298
1692846904.873538,,0.6995,0.7484,0.7484
1692846904.905201,,0.6922,0.7564,0.7564
1692846904.941176,,0.7379,0.7753,0.7753
1692846904.973381,,0.6619,0.723,0.723
1692846905.005232,,0.6998,0.7305,0.7305
1692846905.041215,,0.7673,0.799,0.799
1692846905.073331,,0.6857,0.757,0.757
1692846905.105393,,0.6063,0.7199,0.7199
1692846905.141348,,0.742,0.7846,0.7846
1692846905.173329,,0.723,0.72,0.723
1692846905.205501,,0.7706,0.8192,0.8192
1692846905.241460,,0.7473,0.7679,0.7679
1692846905.273383,,0.6924,0.7623,0.7623
1692846905.305436,,0.6411,0.6893,0.6893
1692846905.341307,,0.7415,0.8105,0.8105
1692846905.373326,,0.7371,0.7862,0.7862
1692846905.405330,,0.7157,0.7941,0.7941
1692846905.441267,,0.6924,0.772,0.772
1692846905.473466,,0.7253,0.7739,0.7739
1692846905.505289,,0.7719,0.8457,0.8457
1692846905.541338,,0.7354,0.7667,0.7667
1692846905.573160,,0.702,0.7195,0.7195
1692846905.605264,,0.7185,0.7837,0.7837
1692846905.641322,,0.7801,0.8241,0.8241
1692846905.673352,,0.7992,0.8294,0.8294
1692846905.705314,,0.7375,0.7503,0.7503
1692846905.741133,,0.7372,0.7659,0.7659
1692846905.773285,,0.7594,0.8189,0.8189
1692846905.805338,,0.7504,0.8241,0.8241
1692846905.841363,,0.7235,0.7801,0.7801
1692846905.874103,,0.7647,0.8245,0.8245
1692846905.905478,,0.7773,0.7938,0.7938
1692846905.941420,,0.7593,0.7853,0.7853
1692846905.973393,,0.7618,0.828,0.828
1692846906.005449,,0.6847,0.7877,0.7877
1692846906.041762,,0.8218,0.8314,0.8314
1692846906.074019,,0.7617,0.8295,0.8295
1692846906.105599,,0.7938,0.813,0.813
1692846906.141370,,0.7479,0.7549,0.7549
1692846906.173428,,0.7561,0.847,0.847
1692846906.205422,,0.7946,0.8426,0.8426
1692846906.241298,,0.7753,0.7841,0.7841
1692846906.273386,,0.7786,0.8047,0.8047
1692846906.305501,,0.7803,0.8063,0.8063
1692846906.341267,,0.7745,0.841,0.841
1692846906.373440,,0.7866,0.8117,0.8117
1692846906.405387,,0.7297,0.7834,0.7834
1692846906.441442,,0.8129,0.8605,0.8605
1692846906.473344,,0.786,0.8477,0.8477
1692846906.505348,,0.7559,0.8038,0.8038
1692846906.541378,,0.7861,0.7968,0.7968
1692846906.573217,,0.7897,0.8614,0.8614
1692846906.605483,,0.8237,0.8721,0.8721
1692846906.641068,,0.7871,0.8559,0.8559
1692846906.673225,,0.7888,0.8349,0.8349
1692846906.705531,,0.8629,0.8946,0.8946
1692846906.741458,,0.8325,0.8992,0.8992
1692846906.773386,,0.7948,0.8798,0.8798
1692846906.805789,,0.8218,0.8949,0.8949
1692846906.841315,,0.7615,0.8328,0.8328
1692846906.873283,,0.826,0.8689,0.8689
1692846906.905109,,0.781,0.8896,0.8896
1692846906.940990,,0.7717,0.8067,0.8067
1692846906.973035,,0.7491,0.8827,0.8827
1692846907.005066,,0.8204,0.8617,0.8617
1692846907.041041,,0.7925,0.8756,0.8756
1692846907.073025,,0.7952,0.8781,0.8781
1692846907.105013,,0.576,0.8202,0.8202
1692846907.140949,,0.7787,0.8579,0.8579
1692846907.173090,,0.7454,0.823,0.823
1692846907.205070,,0.7078,0.8082,0.8082
1692846907.241018,,0.7834,0.8188,0.8188
1692846907.273122,,0.7635,0.8411,0.8411
1692846907.305066,,0.7332,0.7459,0.7459
1692846907.340946,,0.7499,0.829,0.829
1692846907.373083,,0.777,0.8409,0.8409
1692846907.405000,,0.8187,0.8505,0.8505
1692846907.440925,,0.8511,0.8554,0.8554
1692846907.473184,,0.8298,0.8689,0.8689
