img,n_tiles,tile_confs,tile_nboxes,full_conf640,w,h
1692846896.305133.png,10,0.000000;0.000000;0.000000;0.060708;0.420432;0.000000;0.000000;0.000000;0.000000;0.428182,0;0;0;2;5;0;0;0;0;2,0.089906,2560,960
1692846896.641231.png,10,0.000000;0.000000;0.000000;0.151312;0.575639;0.000000;0.000000;0.000000;0.485825;0.614006,0;0;0;2;5;0;0;0;2;1,0.087168,2560,960
1692846896.973155.png,10,0.000000;0.000000;0.000000;0.461908;0.562747;0.000000;0.000000;0.000000;0.415234;0.563170,0;0;0;2;4;0;0;0;2;2,0.07963,2560,960
1692846897.305493.png,10,0.000000;0.000000;0.075972;0.325629;0.373214;0.000000;0.000000;0.143101;0.299534;0.455738,0;0;1;5;4;0;0;1;2;4,0.095376,2560,960
1692846897.641277.png,10,0.000000;0.000000;0.000000;0.426699;0.401331;0.000000;0.000000;0.000000;0.404998;0.000000,0;0;0;3;3;0;0;0;3;0,0.090393,2560,960
1692846897.973075.png,10,0.000000;0.000000;0.000000;0.444432;0.611791;0.000000;0.000000;0.000000;0.480126;0.535160,0;0;0;6;6;0;0;0;4;3,0.08725,2560,960
1692846898.305021.png,10,0.000000;0.000000;0.000000;0.299040;0.332592;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;1;3;0;0;0;0;0,0.093618,2560,960
1692846898.641009.png,10,0.000000;0.000000;0.000000;0.393486;0.451683;0.000000;0.000000;0.000000;0.316769;0.477289,0;0;0;6;3;0;0;0;5;1,0.084314,2560,960
1692846898.973549.png,10,0.000000;0.057811;0.000000;0.415248;0.078966;0.000000;0.000000;0.000000;0.500812;0.100980,0;1;0;2;1;0;0;0;3;2,0.088793,2560,960
1692846899.305877.png,10,0.000000;0.060786;0.054803;0.427588;0.489117;0.000000;0.000000;0.067215;0.481321;0.140407,0;1;1;6;7;0;0;2;3;3,0.094198,2560,960
1692846899.641071.png,10,0.000000;0.060768;0.000000;0.000000;0.213814;0.000000;0.000000;0.000000;0.074012;0.188642,0;1;0;0;10;0;0;0;2;3,0.097436,2560,960
1692846899.973100.png,10,0.100180;0.180571;0.000000;0.140406;0.429664;0.000000;0.000000;0.000000;0.209891;0.472137,1;2;0;5;4;0;0;0;3;3,0.095965,2560,960
1692846900.305326.png,10,0.229907;0.329504;0.000000;0.464320;0.417076;0.000000;0.000000;0.000000;0.548312;0.246185,2;3;0;8;4;0;0;0;4;1,0.102041,2560,960
1692846900.641136.png,10,0.370359;0.459266;0.000000;0.577740;0.308000;0.000000;0.000000;0.000000;0.359329;0.223040,2;1;0;2;4;0;0;0;2;4,0.101958,2560,960
1692846900.973246.png,10,0.260533;0.413747;0.000000;0.598823;0.409045;0.000000;0.000000;0.000000;0.627267;0.210094,2;2;0;3;4;0;0;0;2;3,0.098896,2560,960
1692846901.305626.png,10,0.188975;0.311413;0.000000;0.422839;0.318951;0.000000;0.000000;0.000000;0.414237;0.370346,3;3;0;7;5;0;0;0;5;4,0.088975,2560,960
1692846901.641939.png,10,0.566662;0.581928;0.000000;0.494961;0.552065;0.000000;0.000000;0.000000;0.435636;0.177502,2;2;0;3;6;0;0;0;2;3,0.086364,2560,960
1692846901.973671.png,10,0.607036;0.602436;0.000000;0.425522;0.329590;0.000000;0.000000;0.000000;0.431083;0.246638,1;1;0;3;8;0;0;0;2;3,0.090953,2560,960
1692846902.305388.png,10,0.520049;0.544038;0.000000;0.348659;0.319472;0.000000;0.055631;0.000000;0.000000;0.256069,2;2;0;2;9;0;1;0;0;2,0.090278,2560,960
1692846902.641203.png,10,0.500464;0.542340;0.000000;0.604470;0.508166;0.000000;0.000000;0.000000;0.533892;0.549856,2;4;0;3;4;0;0;0;3;4,0.092796,2560,960
1692846902.973392.png,10,0.588788;0.587848;0.082220;0.374150;0.410890;0.000000;0.000000;0.130409;0.335371;0.281469,2;2;2;6;9;0;0;2;4;3,0.103863,2560,960
1692846903.305441.png,10,0.569735;0.573522;0.000000;0.205965;0.317425;0.000000;0.000000;0.000000;0.446079;0.125146,2;3;0;1;6;0;0;0;2;1,0.149926,2560,960
1692846903.641633.png,10,0.661053;0.659620;0.000000;0.220644;0.507835;0.000000;0.055719;0.000000;0.079159;0.478885,2;3;0;2;7;0;1;0;1;5,0.10453,2560,960
1692846903.973799.png,10,0.676194;0.678428;0.000000;0.575016;0.448625;0.000000;0.078959;0.000000;0.575386;0.432771,2;3;0;6;4;0;1;0;4;1,0.441935,2560,960
1692846904.305463.png,10,0.669803;0.658150;0.000000;0.151408;0.467313;0.000000;0.069276;0.000000;0.000000;0.111697,2;3;0;2;7;0;1;0;0;1,0.514266,2560,960
1692846904.641126.png,10,0.719282;0.702471;0.000000;0.577451;0.406417;0.000000;0.078604;0.000000;0.581413;0.220211,2;3;0;4;5;0;1;0;2;1,0.595423,2560,960
1692846904.973381.png,10,0.714220;0.711676;0.000000;0.121438;0.206989;0.000000;0.100205;0.000000;0.272962;0.130055,2;3;0;2;4;0;1;0;2;1,0.600292,2560,960
1692846905.305436.png,10,0.663860;0.662939;0.059208;0.360018;0.344952;0.000000;0.119991;0.059651;0.321313;0.353782,2;3;2;3;5;0;1;2;2;3,0.643978,2560,960
1692846905.641322.png,10,0.795578;0.789086;0.000000;0.713693;0.481616;0.000000;0.145732;0.054069;0.545242;0.093573,1;2;0;3;4;0;1;1;3;1,0.759147,2560,960
1692846905.973393.png,10,0.797914;0.790674;0.000000;0.445160;0.155574;0.000000;0.153574;0.000000;0.564775;0.000000,1;2;0;3;4;0;1;0;4;0,0.776008,2560,960
1692846906.305501.png,10,0.781541;0.760529;0.000000;0.105318;0.241526;0.000000;0.168507;0.000000;0.311337;0.242295,2;2;0;4;5;0;2;0;3;1,0.744257,2560,960
1692846906.641068.png,10,0.816269;0.801050;0.000000;0.341033;0.480174;0.838841;0.831541;0.000000;0.684827;0.511799,1;1;0;4;4;1;2;0;3;3,0.776441,2560,960
1692846906.973035.png,10,0.836272;0.825117;0.000000;0.405335;0.437098;0.852941;0.851465;0.000000;0.453623;0.289365,1;1;0;3;6;1;1;0;7;4,0.682944,2560,960
1692846907.305066.png,10,0.746180;0.796504;0.000000;0.775262;0.243382;0.770863;0.820430;0.000000;0.829533;0.140902,1;2;0;2;6;1;3;0;2;4,0.374855,2560,960
1692846907.641232.png,10,0.865574;0.869753;0.000000;0.873531;0.444294;0.867914;0.871260;0.051351;0.874955;0.171585,1;1;0;5;3;1;1;1;4;1,0.557923,2560,960
1692846907.973338.png,10,0.857579;0.838980;0.000000;0.835919;0.330522;0.862597;0.846896;0.000000;0.828773;0.328467,1;1;0;5;8;1;2;0;2;8,0.77004,2560,960
1692846908.305321.png,10,0.848960;0.810344;0.000000;0.829430;0.420881;0.853549;0.819793;0.000000;0.825919;0.308516,1;3;0;6;9;1;2;0;3;6,0.772118,2560,960
1692846908.641603.png,10,0.853882;0.889184;0.129514;0.857370;0.468949;0.846324;0.888706;0.280528;0.851761;0.486194,1;1;1;5;8;1;1;2;4;6,0.777534,2560,960
1692846908.973062.png,10,0.872487;0.875019;0.000000;0.863056;0.627494;0.867886;0.867452;0.000000;0.863823;0.665162,1;1;0;4;5;1;1;0;3;2,0.786907,2560,960
1692846909.305320.png,10,0.833093;0.873868;0.000000;0.754446;0.630149;0.835062;0.875370;0.000000;0.803471;0.618040,1;1;0;6;5;1;1;0;5;3,0.811951,2560,960
1692846909.641101.png,10,0.550353;0.852852;0.220785;0.866910;0.762950;0.577634;0.853365;0.370267;0.869117;0.761907,4;1;1;5;12;2;1;1;5;12,0.818049,2560,960
1692846909.973310.png,10,0.244494;0.830003;0.000000;0.617457;0.634755;0.287987;0.827792;0.000000;0.537066;0.245812,4;1;0;3;9;4;1;0;2;8,0.770564,2560,960
1692846910.305133.png,10,0.248115;0.824304;0.200399;0.730362;0.515652;0.243491;0.827881;0.307004;0.761577;0.536952,4;1;1;6;5;4;1;2;5;2,0.627588,2560,960
1692846910.641067.png,10,0.416352;0.843709;0.000000;0.833272;0.714163;0.421351;0.854299;0.000000;0.855502;0.745134,2;1;0;3;7;2;1;0;4;9,0.284865,2560,960
1692846910.973606.png,10,0.452112;0.810698;0.176661;0.680782;0.495662;0.436105;0.833491;0.369751;0.786600;0.447934,2;1;1;5;6;2;1;2;4;5,0.520783,2560,960
1692846911.305099.png,10,0.263128;0.822733;0.000000;0.445936;0.516948;0.263012;0.843267;0.000000;0.533462;0.433769,4;1;0;5;8;5;1;0;3;6,0.630997,2560,960
1692846911.637406.png,10,0.587452;0.844645;0.000000;0.661600;0.839116;0.583063;0.866633;0.000000;0.743807;0.849374,2;1;0;7;5;2;1;0;6;4,0.229048,2560,960
1692846911.973077.png,10,0.425487;0.843772;0.000000;0.808159;0.825953;0.419181;0.861741;0.000000;0.836347;0.833815,2;1;0;3;5;2;1;0;4;3,0.663292,2560,960
1692846912.305138.png,10,0.000000;0.795970;0.000000;0.509457;0.644488;0.000000;0.813228;0.000000;0.677743;0.522324,0;1;0;5;12;0;1;0;3;4,0.273977,2560,960
1692846912.637188.png,10,0.000000;0.827815;0.000000;0.768246;0.782121;0.000000;0.829725;0.000000;0.805692;0.791444,0;1;0;3;3;0;1;0;1;2,0.233494,2560,960
1692846912.973290.png,10,0.000000;0.860673;0.000000;0.599012;0.702127;0.000000;0.867303;0.000000;0.752897;0.728930,0;1;0;3;6;0;1;0;1;2,0.120106,2560,960
1692846913.305702.png,10,0.000000;0.874235;0.000000;0.457537;0.696836;0.000000;0.878454;0.000000;0.644054;0.714647,0;1;0;6;6;0;1;0;4;4,0.739463,2560,960
1692846913.637888.png,10,0.000000;0.879106;0.000000;0.848913;0.845509;0.000000;0.881445;0.000000;0.847114;0.840593,0;1;0;2;9;0;1;0;1;3,0.755706,2560,960
1692846913.973124.png,10,0.000000;0.868912;0.000000;0.814049;0.854390;0.000000;0.873503;0.000000;0.837444;0.851260,0;1;0;3;10;0;1;0;2;4,0.780856,2560,960
1692846914.305233.png,10,0.000000;0.822712;0.000000;0.747610;0.818325;0.000000;0.825075;0.000000;0.796667;0.807659,0;1;0;6;4;0;1;0;2;3,0.742737,2560,960
1692846914.637095.png,10,0.000000;0.856462;0.138679;0.845898;0.839622;0.000000;0.860154;0.176800;0.846947;0.834955,0;1;1;7;6;0;1;2;2;3,0.780221,2560,960
1692846914.973358.png,10,0.485594;0.892943;0.000000;0.865281;0.869576;0.500941;0.891192;0.000000;0.862389;0.865680,2;1;0;3;5;2;1;0;2;5,0.743854,2560,960
1692846915.305381.png,10,0.789396;0.873941;0.000000;0.725895;0.738421;0.794210;0.874188;0.000000;0.795095;0.739090,1;1;0;5;4;1;1;0;2;4,0.799031,2560,960
1692846915.637735.png,10,0.879906;0.886861;0.227701;0.850358;0.402446;0.881406;0.886408;0.315765;0.847239;0.391541,1;1;1;4;6;1;1;1;6;5,0.773773,2560,960
1692846915.973727.png,10,0.877680;0.882747;0.000000;0.865609;0.455815;0.878268;0.882728;0.000000;0.861680;0.466903,1;1;0;4;5;1;1;0;1;3,0.801687,2560,960
1692846916.305618.png,10,0.859128;0.868241;0.000000;0.866796;0.497828;0.860188;0.868600;0.000000;0.868081;0.324459,1;1;0;5;2;1;1;0;1;1,0.515133,2560,960
1692846916.637681.png,10,0.854957;0.861950;0.236664;0.868459;0.555328;0.854091;0.862074;0.271090;0.867685;0.553927,1;1;1;4;3;1;1;1;2;2,0.724809,2560,960
1692846916.973527.png,10,0.870575;0.873132;0.000000;0.862653;0.392457;0.871570;0.873675;0.000000;0.865525;0.099826,1;1;0;3;4;1;1;0;1;2,0.463151,2560,960
1692846917.305762.png,10,0.807769;0.832940;0.000000;0.849196;0.440859;0.813505;0.836725;0.000000;0.850417;0.398483,1;1;0;3;6;1;1;0;1;3,0.652063,2560,960
1692846917.637604.png,10,0.769520;0.768623;0.000000;0.838328;0.594531;0.777629;0.782121;0.000000;0.840988;0.601155,1;1;0;3;9;2;1;0;1;6,0.766981,2560,960
1692846917.973602.png,10,0.871423;0.875874;0.190564;0.827929;0.345027;0.873097;0.877991;0.227597;0.824969;0.337745,1;1;2;4;8;1;1;1;4;4,0.794164,2560,960
1692846918.305518.png,10,0.811064;0.864968;0.154725;0.804102;0.469746;0.815490;0.866956;0.309895;0.800617;0.501219,1;1;1;5;6;1;1;1;4;5,0.758696,2560,960
1692846918.637582.png,10,0.769298;0.860111;0.000000;0.835402;0.738131;0.776143;0.865161;0.000000;0.839706;0.746365,2;1;0;4;8;2;1;0;1;4,0.747454,2560,960
1692846918.973746.png,10,0.860168;0.876578;0.000000;0.831446;0.694120;0.863306;0.879968;0.000000;0.834875;0.712139,1;1;0;3;5;1;1;0;1;4,0.725326,2560,960
1692846919.305598.png,10,0.864444;0.865571;0.000000;0.824778;0.508499;0.867858;0.869103;0.000000;0.827433;0.500911,1;1;0;5;7;1;1;0;1;5,0.749167,2560,960
1692846919.637278.png,10,0.839533;0.873355;0.000000;0.840588;0.592283;0.846458;0.875012;0.000000;0.851429;0.643153,1;1;0;4;7;1;1;0;2;4,0.687319,2560,960
1692846919.973836.png,10,0.783742;0.851829;0.000000;0.338275;0.486722;0.797219;0.855180;0.000000;0.673610;0.503784,1;1;0;5;5;1;1;0;4;5,0.668557,2560,960
1692846920.305148.png,10,0.848450;0.881539;0.000000;0.744530;0.697984;0.856370;0.889080;0.052625;0.774501;0.705116,1;1;0;6;6;1;1;1;3;3,0.310784,2560,960
1692846920.637528.png,10,0.719532;0.836585;0.000000;0.737247;0.672884;0.712529;0.854726;0.000000;0.784693;0.684771,2;1;0;2;5;2;1;0;1;3,0.445861,2560,960
1692846920.973006.png,10,0.833995;0.836808;0.105517;0.740995;0.651787;0.848544;0.864091;0.150107;0.826839;0.671666,1;1;1;4;4;1;1;1;2;3,0.787405,2560,960
1692846921.305292.png,10,0.805884;0.794050;0.051460;0.617769;0.490107;0.714353;0.738153;0.077289;0.591901;0.440049,1;1;1;3;5;2;2;1;4;6,0.766364,2560,960
1692846921.637097.png,10,0.809970;0.796407;0.000000;0.580250;0.585869;0.000000;0.000000;0.058835;0.546817;0.569504,1;1;0;8;9;0;0;1;6;3,0.742113,2560,960
1692846921.973450.png,10,0.847130;0.822862;0.000000;0.438608;0.580127;0.000000;0.000000;0.000000;0.476693;0.218555,1;1;0;5;8;0;0;0;2;2,0.741455,2560,960
1692846922.305527.png,10,0.812826;0.785839;0.000000;0.075114;0.497374;0.000000;0.000000;0.000000;0.237112;0.177268,1;1;0;2;6;0;0;0;1;1,0.665438,2560,960
1692846922.637207.png,10,0.799513;0.760728;0.000000;0.528848;0.533990;0.000000;0.000000;0.117251;0.543055;0.159459,2;2;0;2;4;0;0;1;1;2,0.706191,2560,960
1692846922.973383.png,10,0.762563;0.724204;0.000000;0.228677;0.474397;0.000000;0.000000;0.000000;0.153780;0.345317,1;2;0;2;3;0;0;0;1;3,0.655527,2560,960
1692846923.305460.png,10,0.720679;0.697015;0.000000;0.000000;0.307240;0.000000;0.000000;0.000000;0.055556;0.327197,2;2;0;0;6;0;0;0;1;2,0.590779,2560,960
1692846923.637735.png,10,0.794997;0.770239;0.000000;0.154677;0.499854;0.000000;0.000000;0.000000;0.000000;0.514416,1;2;0;1;4;0;0;0;0;1,0.42593,2560,960
1692846923.973479.png,10,0.724392;0.707044;0.000000;0.080064;0.434964;0.000000;0.000000;0.000000;0.000000;0.348709,2;3;0;1;7;0;0;0;0;2,0.400891,2560,960
1692846924.305691.png,10,0.682968;0.673749;0.000000;0.185313;0.213641;0.000000;0.000000;0.000000;0.173619;0.280615,2;2;0;2;2;0;0;0;1;2,0.443928,2560,960
1692846924.637678.png,10,0.691956;0.673476;0.000000;0.281852;0.270887;0.000000;0.000000;0.000000;0.269352;0.205189,2;2;0;6;8;0;0;0;4;4,0.06047,2560,960
1692846924.973392.png,10,0.685137;0.670123;0.000000;0.459916;0.514290;0.000000;0.000000;0.000000;0.000000;0.580499,1;2;0;2;3;0;0;0;0;5,0.067039,2560,960
1692846925.305784.png,10,0.720165;0.697753;0.000000;0.312598;0.428335;0.000000;0.000000;0.000000;0.476033;0.581932,1;2;0;4;5;0;0;0;2;6,0.064825,2560,960
1692846925.637649.png,10,0.561436;0.560582;0.116228;0.453843;0.496549;0.000000;0.000000;0.130757;0.452041;0.431322,2;2;1;5;7;0;0;1;1;1,0.066987,2560,960
1692846925.973526.png,10,0.548600;0.557170;0.000000;0.521115;0.406031;0.000000;0.000000;0.000000;0.550519;0.414063,1;1;0;1;5;0;0;0;1;1,0.05762,2560,960
1692846926.305678.png,10,0.372220;0.470049;0.000000;0.183043;0.400964;0.000000;0.000000;0.000000;0.082017;0.461628,2;1;0;4;5;0;0;0;1;2,0.057393,2560,960
1692846926.637504.png,10,0.440621;0.561610;0.000000;0.249968;0.340719;0.000000;0.000000;0.000000;0.235843;0.224306,1;1;0;2;6;0;0;0;1;3,0.0,2560,960
1692846926.973474.png,10,0.392739;0.511577;0.000000;0.506301;0.520286;0.000000;0.000000;0.000000;0.151110;0.424778,2;2;0;5;5;0;0;0;2;5,0.079248,2560,960
1692846927.305651.png,10,0.264944;0.484487;0.000000;0.495794;0.643995;0.000000;0.000000;0.000000;0.069436;0.084464,2;2;0;5;2;0;0;0;1;1,0.091407,2560,960
1692846927.637734.png,10,0.241916;0.405972;0.000000;0.577739;0.382437;0.000000;0.000000;0.000000;0.608879;0.280256,1;2;0;5;3;0;0;0;4;2,0.095171,2560,960
1692846927.973491.png,10,0.077257;0.159893;0.000000;0.278275;0.326719;0.000000;0.000000;0.000000;0.201196;0.285459,2;2;0;4;6;0;0;0;2;4,0.085211,2560,960
1692846928.305834.png,10,0.000000;0.000000;0.066989;0.554436;0.245455;0.000000;0.000000;0.097258;0.591298;0.238588,0;0;1;6;2;0;0;1;1;2,0.09357,2560,960
1692846928.637545.png,10,0.000000;0.000000;0.000000;0.258358;0.452958;0.000000;0.000000;0.000000;0.000000;0.130870,0;0;0;4;4;0;0;0;0;2,0.078679,2560,960
1692846928.973619.png,10,0.000000;0.000000;0.000000;0.153082;0.526104;0.000000;0.000000;0.000000;0.503752;0.505797,0;0;0;2;10;0;0;0;2;7,0.079756,2560,960
1692846929.305537.png,10,0.000000;0.000000;0.000000;0.296092;0.528724;0.000000;0.000000;0.000000;0.652543;0.659160,0;0;0;3;5;0;0;0;3;4,0.079738,2560,960
1692846929.637984.png,10,0.000000;0.000000;0.000000;0.619658;0.234196;0.000000;0.000000;0.000000;0.592036;0.187649,0;0;0;4;4;0;0;0;2;2,0.087035,2560,960
1692846929.973612.png,10,0.000000;0.000000;0.000000;0.586667;0.054946;0.000000;0.000000;0.000000;0.570708;0.053300,0;0;0;3;1;0;0;0;3;1,0.078303,2560,960
1692846930.305617.png,10,0.000000;0.000000;0.000000;0.540449;0.555605;0.000000;0.000000;0.000000;0.456795;0.524700,0;0;0;4;4;0;0;0;2;2,0.086851,2560,960
1692846930.638178.png,10,0.000000;0.000000;0.000000;0.599930;0.392048;0.000000;0.000000;0.000000;0.600090;0.116361,0;0;0;3;2;0;0;0;1;1,0.085985,2560,960
1692846930.973574.png,10,0.000000;0.000000;0.000000;0.259652;0.518805;0.000000;0.000000;0.000000;0.000000;0.417140,0;0;0;3;6;0;0;0;0;3,0.098339,2560,960
1692846931.305576.png,10,0.000000;0.000000;0.000000;0.205423;0.479109;0.000000;0.000000;0.000000;0.630709;0.634425,0;0;0;4;7;0;0;0;2;3,0.087031,2560,960
1692846931.637658.png,10,0.000000;0.000000;0.000000;0.096653;0.345126;0.000000;0.000000;0.000000;0.097366;0.607324,0;0;0;2;3;0;0;0;1;4,0.092798,2560,960
1692846931.974182.png,10,0.000000;0.000000;0.000000;0.447964;0.373747;0.000000;0.000000;0.000000;0.060699;0.178916,0;0;0;3;4;0;0;0;1;2,0.092764,2560,960
1692846932.305498.png,10,0.000000;0.000000;0.000000;0.229326;0.287461;0.000000;0.000000;0.000000;0.000000;0.320561,0;0;0;2;2;0;0;0;0;2,0.090937,2560,960
1692846932.637641.png,10,0.000000;0.000000;0.000000;0.549000;0.335341;0.000000;0.000000;0.000000;0.545173;0.224811,0;0;0;5;6;0;0;0;1;3,0.093187,2560,960
1692846932.973554.png,10,0.000000;0.000000;0.000000;0.104872;0.606348;0.000000;0.000000;0.000000;0.623923;0.638769,0;0;0;4;2;0;0;0;1;3,0.097201,2560,960
1692846933.305702.png,10,0.000000;0.000000;0.000000;0.172190;0.494910;0.000000;0.000000;0.000000;0.000000;0.562874,0;0;0;3;4;0;0;0;0;4,0.091487,2560,960
1692846933.637375.png,10,0.000000;0.000000;0.000000;0.402912;0.622338;0.000000;0.000000;0.000000;0.396681;0.078286,0;0;0;5;3;0;0;0;2;1,0.101399,2560,960
1692846933.973509.png,10,0.000000;0.000000;0.000000;0.555566;0.637356;0.000000;0.000000;0.000000;0.540312;0.550473,0;0;0;3;5;0;0;0;3;4,0.092074,2560,960
1692846934.305510.png,10,0.000000;0.000000;0.000000;0.292904;0.563144;0.000000;0.000000;0.000000;0.000000;0.583244,0;0;0;2;2;0;0;0;0;2,0.078654,2560,960
1692846934.637371.png,10,0.000000;0.000000;0.000000;0.072536;0.283776;0.000000;0.000000;0.000000;0.000000;0.141239,0;0;0;1;4;0;0;0;0;3,0.088406,2560,960
1692846934.973546.png,10,0.000000;0.000000;0.000000;0.512924;0.583054;0.000000;0.000000;0.000000;0.000000;0.262374,0;0;0;2;5;0;0;0;0;3,0.087592,2560,960
1692846935.305478.png,10,0.000000;0.000000;0.000000;0.098351;0.575014;0.000000;0.000000;0.000000;0.386323;0.558947,0;0;0;3;5;0;0;0;2;4,0.088361,2560,960
1692846935.637833.png,10,0.000000;0.000000;0.000000;0.352170;0.515396;0.000000;0.000000;0.000000;0.000000;0.376616,0;0;0;2;7;0;0;0;0;2,0.091589,2560,960
1692846935.973443.png,10,0.000000;0.000000;0.000000;0.181985;0.501529;0.000000;0.000000;0.000000;0.086335;0.187326,0;0;0;3;3;0;0;0;1;1,0.089298,2560,960
1692846936.305537.png,10,0.000000;0.000000;0.000000;0.062589;0.391705;0.000000;0.000000;0.000000;0.120528;0.383945,0;0;0;1;2;0;0;0;1;2,0.088353,2560,960
1692846936.637511.png,10,0.000000;0.107610;0.000000;0.331553;0.572897;0.000000;0.000000;0.000000;0.248331;0.141475,0;2;0;1;1;0;0;0;2;2,0.101544,2560,960
1692846936.973438.png,10,0.000000;0.078192;0.000000;0.221002;0.397155;0.000000;0.000000;0.000000;0.000000;0.487579,0;3;0;3;5;0;0;0;0;3,0.095222,2560,960
1692846937.305753.png,10,0.000000;0.203156;0.000000;0.120035;0.541679;0.000000;0.000000;0.000000;0.000000;0.000000,0;2;0;1;2;0;0;0;0;0,0.093991,2560,960
1692846937.637508.png,10,0.000000;0.263337;0.000000;0.597569;0.395782;0.000000;0.000000;0.000000;0.000000;0.430100,0;2;0;3;2;0;0;0;0;2,0.098936,2560,960
1692846937.973588.png,10,0.115354;0.327311;0.000000;0.433613;0.586457;0.000000;0.000000;0.000000;0.452955;0.422137,1;2;0;2;3;0;0;0;4;5,0.096146,2560,960
1692846938.305570.png,10,0.000000;0.167488;0.000000;0.243607;0.630368;0.000000;0.000000;0.000000;0.000000;0.137894,0;2;0;2;3;0;0;0;0;1,0.097017,2560,960
1692846938.637560.png,10,0.000000;0.102610;0.000000;0.450578;0.217541;0.000000;0.000000;0.000000;0.404011;0.200880,0;2;0;5;3;0;0;0;3;3,0.100634,2560,960
1692846938.973818.png,10,0.000000;0.159025;0.000000;0.392413;0.197607;0.000000;0.000000;0.000000;0.000000;0.223718,0;1;0;1;2;0;0;0;0;2,0.096429,2560,960
1692846939.305874.png,10,0.173084;0.433328;0.000000;0.213934;0.374109;0.000000;0.000000;0.000000;0.000000;0.193527,2;2;0;1;4;0;0;0;0;1,0.095318,2560,960
1692846939.637715.png,10,0.000000;0.211717;0.000000;0.206834;0.357399;0.000000;0.000000;0.000000;0.000000;0.166679,0;1;0;1;6;0;0;0;0;4,0.089104,2560,960
1692846939.973430.png,10,0.164260;0.400694;0.000000;0.247313;0.324445;0.000000;0.000000;0.000000;0.000000;0.183259,2;2;0;2;3;0;0;0;0;2,0.090799,2560,960
1692846940.305612.png,10,0.000000;0.156444;0.000000;0.089452;0.356897;0.000000;0.000000;0.000000;0.058877;0.113103,0;1;0;2;2;0;0;0;1;2,0.08785,2560,960
