img,n_boxes,max_conf,fp@0.25,fp@0.4,fp@0.5,fp@0.7
000000011511.jpg,11,0.601878,1,1,1,0
000000011615.jpg,2,0.794325,1,1,1,1
000000011760.jpg,6,0.270077,1,0,0,0
000000011813.jpg,1,0.536638,1,1,1,0
000000012062.jpg,5,0.104101,0,0,0,0
000000012120.jpg,0,0.0,0,0,0,0
000000012280.jpg,10,0.555856,1,1,1,0
000000012576.jpg,2,0.131621,0,0,0,0
000000012639.jpg,1,0.050916,0,0,0,0
000000012667.jpg,3,0.367001,1,0,0,0
000000012670.jpg,1,0.211665,0,0,0,0
000000012748.jpg,4,0.195547,0,0,0,0
000000013177.jpg,5,0.696057,1,1,1,0
000000013201.jpg,4,0.552923,1,1,1,0
000000013291.jpg,4,0.767203,1,1,1,1
000000013546.jpg,7,0.560261,1,1,1,0
000000013597.jpg,9,0.369466,1,0,0,0
000000013659.jpg,5,0.522845,1,1,1,0
000000013729.jpg,3,0.112598,0,0,0,0
000000013774.jpg,1,0.416316,1,1,0,0
000000013923.jpg,7,0.371162,1,0,0,0
000000014007.jpg,3,0.271442,1,0,0,0
000000014038.jpg,10,0.236726,0,0,0,0
000000014226.jpg,2,0.081465,0,0,0,0
000000014380.jpg,4,0.133834,0,0,0,0
000000014439.jpg,6,0.49597,1,1,0,0
000000014888.jpg,3,0.256182,1,0,0,0
000000015079.jpg,3,0.344606,1,0,0,0
000000015254.jpg,2,0.595671,1,1,1,0
000000015272.jpg,3,0.240048,0,0,0,0
000000015278.jpg,2,0.380001,1,0,0,0
000000015335.jpg,5,0.33861,1,0,0,0
000000015338.jpg,12,0.428654,1,1,0,0
000000015440.jpg,0,0.0,0,0,0,0
000000015497.jpg,4,0.857615,1,1,1,1
000000015517.jpg,4,0.177114,0,0,0,0
000000015597.jpg,4,0.380444,1,0,0,0
000000015660.jpg,3,0.565944,1,1,1,0
000000015746.jpg,2,0.576184,1,1,1,0
000000015751.jpg,1,0.175421,0,0,0,0
000000015956.jpg,10,0.164067,0,0,0,0
000000016010.jpg,9,0.500747,1,1,1,0
000000016228.jpg,3,0.19396,0,0,0,0
000000016249.jpg,9,0.334158,1,0,0,0
000000016439.jpg,2,0.477,1,1,0,0
000000016451.jpg,5,0.13918,0,0,0,0
000000016598.jpg,4,0.500675,1,1,1,0
000000016958.jpg,3,0.08927,0,0,0,0
000000017029.jpg,3,0.772688,1,1,1,1
000000017031.jpg,1,0.804572,1,1,1,1
000000017115.jpg,5,0.399914,1,0,0,0
000000017182.jpg,7,0.195917,0,0,0,0
000000017207.jpg,2,0.134254,0,0,0,0
000000017379.jpg,8,0.577475,1,1,1,0
000000017436.jpg,0,0.0,0,0,0,0
000000017627.jpg,4,0.507512,1,1,1,0
000000017899.jpg,3,0.137854,0,0,0,0
000000017905.jpg,6,0.313001,1,0,0,0
000000017959.jpg,2,0.748339,1,1,1,1
000000018150.jpg,6,0.196912,0,0,0,0
000000018193.jpg,7,0.403869,1,1,0,0
000000018491.jpg,6,0.27126,1,0,0,0
000000018770.jpg,8,0.133954,0,0,0,0
000000018833.jpg,4,0.194716,0,0,0,0
000000019042.jpg,6,0.273049,1,0,0,0
000000019221.jpg,3,0.436966,1,1,0,0
000000019402.jpg,4,0.17926,0,0,0,0
000000019432.jpg,3,0.333398,1,0,0,0
000000019742.jpg,2,0.561668,1,1,1,0
000000019786.jpg,4,0.423139,1,1,0,0
000000019924.jpg,4,0.526875,1,1,1,0
000000020059.jpg,10,0.103089,0,0,0,0
000000020107.jpg,4,0.195973,0,0,0,0
000000020247.jpg,2,0.171844,0,0,0,0
000000020333.jpg,4,0.493742,1,1,0,0
000000020553.jpg,1,0.633752,1,1,1,0
000000020992.jpg,0,0.0,0,0,0,0
000000021465.jpg,6,0.764769,1,1,1,1
000000021503.jpg,9,0.363216,1,0,0,0
000000021604.jpg,3,0.285647,1,0,0,0
000000021839.jpg,5,0.411396,1,1,0,0
000000021879.jpg,4,0.630479,1,1,1,0
000000021903.jpg,1,0.112388,0,0,0,0
000000022192.jpg,4,0.720498,1,1,1,1
000000022371.jpg,2,0.515764,1,1,1,0
000000022396.jpg,1,0.88555,1,1,1,1
000000022479.jpg,5,0.174885,0,0,0,0
000000022623.jpg,5,0.423806,1,1,0,0
000000022705.jpg,7,0.552485,1,1,1,0
000000022755.jpg,1,0.087548,0,0,0,0
000000022935.jpg,1,0.097119,0,0,0,0
000000022969.jpg,4,0.179382,0,0,0,0
000000023023.jpg,3,0.461897,1,1,0,0
000000023034.jpg,9,0.176721,0,0,0,0
000000023126.jpg,2,0.102896,0,0,0,0
000000023230.jpg,6,0.458558,1,1,0,0
000000023359.jpg,11,0.420516,1,1,0,0
000000023666.jpg,13,0.765593,1,1,1,1
000000023751.jpg,3,0.594577,1,1,1,0
000000023781.jpg,2,0.480357,1,1,0,0
000000023899.jpg,5,0.60817,1,1,1,0
000000024021.jpg,1,0.05426,0,0,0,0
000000024027.jpg,3,0.782742,1,1,1,1
000000024144.jpg,2,0.308011,1,0,0,0
000000024243.jpg,5,0.436674,1,1,0,0
000000024567.jpg,2,0.581353,1,1,1,0
000000024919.jpg,8,0.107829,0,0,0,0
000000025057.jpg,2,0.268742,1,0,0,0
000000025096.jpg,6,0.648575,1,1,1,0
000000025181.jpg,11,0.223532,0,0,0,0
000000025393.jpg,9,0.553083,1,1,1,0
000000025394.jpg,8,0.326108,1,0,0,0
000000025560.jpg,1,0.182645,0,0,0,0
000000025593.jpg,2,0.165254,0,0,0,0
000000025986.jpg,1,0.10371,0,0,0,0
000000026204.jpg,13,0.513337,1,1,1,0
000000026690.jpg,3,0.495074,1,1,0,0
000000026941.jpg,5,0.511271,1,1,1,0
000000027186.jpg,3,0.511694,1,1,1,0
000000027620.jpg,3,0.09848,0,0,0,0
000000027696.jpg,1,0.050404,0,0,0,0
000000027768.jpg,4,0.590595,1,1,1,0
000000027932.jpg,4,0.763357,1,1,1,1
000000027972.jpg,2,0.226604,0,0,0,0
000000028449.jpg,3,0.09669,0,0,0,0
000000028993.jpg,5,0.431145,1,1,0,0
000000029393.jpg,2,0.248666,0,0,0,0
000000029397.jpg,10,0.30556,1,0,0,0
000000029596.jpg,14,0.433883,1,1,0,0
000000029675.jpg,2,0.54032,1,1,1,0
000000030213.jpg,16,0.419086,1,1,0,0
000000030785.jpg,8,0.222915,0,0,0,0
000000030828.jpg,2,0.094737,0,0,0,0
000000031050.jpg,5,0.133315,0,0,0,0
000000031093.jpg,2,0.607598,1,1,1,0
000000031118.jpg,5,0.443209,1,1,0,0
000000031217.jpg,6,0.40915,1,1,0,0
000000031248.jpg,4,0.07928,0,0,0,0
000000031269.jpg,8,0.183409,0,0,0,0
000000031296.jpg,3,0.397905,1,0,0,0
000000031322.jpg,10,0.614151,1,1,1,0
000000031620.jpg,2,0.303441,1,0,0,0
000000031735.jpg,12,0.305097,1,0,0,0
000000031749.jpg,1,0.18599,0,0,0,0
000000032038.jpg,5,0.191591,0,0,0,0
000000032081.jpg,5,0.123123,0,0,0,0
000000032285.jpg,2,0.5625,1,1,1,0
000000032334.jpg,1,0.223202,0,0,0,0
000000032570.jpg,11,0.345308,1,0,0,0
000000032735.jpg,2,0.900754,1,1,1,1
000000032811.jpg,1,0.058312,0,0,0,0
000000032817.jpg,2,0.227637,0,0,0,0
000000032861.jpg,11,0.368912,1,0,0,0
000000032887.jpg,1,0.058787,0,0,0,0
000000032941.jpg,5,0.586849,1,1,1,0
000000033005.jpg,11,0.43598,1,1,0,0
000000033104.jpg,5,0.416248,1,1,0,0
000000033109.jpg,7,0.115548,0,0,0,0
000000033368.jpg,3,0.742179,1,1,1,1
000000033707.jpg,10,0.458755,1,1,0,0
000000033759.jpg,2,0.273561,1,0,0,0
000000033854.jpg,4,0.177234,0,0,0,0
000000034071.jpg,2,0.326227,1,0,0,0
000000034139.jpg,11,0.360683,1,0,0,0
000000034205.jpg,5,0.303791,1,0,0,0
000000034257.jpg,0,0.0,0,0,0,0
000000034417.jpg,7,0.231027,0,0,0,0
000000034452.jpg,9,0.134247,0,0,0,0
000000034760.jpg,10,0.462795,1,1,0,0
000000034873.jpg,2,0.143871,0,0,0,0
000000035062.jpg,8,0.607761,1,1,1,0
000000035197.jpg,3,0.359409,1,0,0,0
000000035279.jpg,6,0.898258,1,1,1,1
000000035326.jpg,3,0.066044,0,0,0,0
000000035682.jpg,1,0.739547,1,1,1,1
000000035770.jpg,2,0.207073,0,0,0,0
000000036494.jpg,5,0.191179,0,0,0,0
000000036539.jpg,8,0.362165,1,0,0,0
000000036660.jpg,17,0.538525,1,1,1,0
000000036678.jpg,3,0.119405,0,0,0,0
000000036861.jpg,8,0.225026,0,0,0,0
000000036936.jpg,7,0.261694,1,0,0,0
000000037670.jpg,1,0.175853,0,0,0,0
000000037740.jpg,3,0.703552,1,1,1,1
000000037777.jpg,7,0.470936,1,1,0,0
000000037988.jpg,2,0.366875,1,0,0,0
000000038048.jpg,6,0.164335,0,0,0,0
000000038070.jpg,3,0.713388,1,1,1,1
000000038118.jpg,1,0.148116,0,0,0,0
000000038210.jpg,4,0.237175,0,0,0,0
000000038576.jpg,3,0.347203,1,0,0,0
000000038678.jpg,3,0.274067,1,0,0,0
000000038825.jpg,0,0.0,0,0,0,0
000000038829.jpg,1,0.115333,0,0,0,0
000000039405.jpg,5,0.159844,0,0,0,0
000000039484.jpg,9,0.534878,1,1,1,0
000000039551.jpg,2,0.465755,1,1,0,0
000000039670.jpg,11,0.280523,1,0,0,0
000000039785.jpg,3,0.092289,0,0,0,0
000000039914.jpg,5,0.242436,0,0,0,0
000000039951.jpg,8,0.318189,1,0,0,0
000000039956.jpg,9,0.590614,1,1,1,0
000000040036.jpg,1,0.198316,0,0,0,0
000000040083.jpg,9,0.228125,0,0,0,0
000000040471.jpg,9,0.685996,1,1,1,0
000000040757.jpg,4,0.812478,1,1,1,1
000000041488.jpg,3,0.118186,0,0,0,0
000000041888.jpg,5,0.584011,1,1,1,0
000000041990.jpg,8,0.281087,1,0,0,0
000000042070.jpg,7,0.461707,1,1,0,0
000000042102.jpg,1,0.390087,1,0,0,0
000000042178.jpg,10,0.610039,1,1,1,0
000000042276.jpg,3,0.277624,1,0,0,0
000000042528.jpg,0,0.0,0,0,0,0
000000042563.jpg,4,0.365399,1,0,0,0
000000042628.jpg,4,0.384388,1,0,0,0
000000042888.jpg,2,0.33635,1,0,0,0
000000042889.jpg,1,0.210331,0,0,0,0
000000043314.jpg,2,0.450306,1,1,0,0
000000043435.jpg,6,0.492238,1,1,0,0
000000043581.jpg,5,0.390253,1,0,0,0
000000043737.jpg,0,0.0,0,0,0,0
000000043816.jpg,9,0.206568,0,0,0,0
000000044195.jpg,1,0.19569,0,0,0,0
000000044260.jpg,2,0.185253,0,0,0,0
000000044590.jpg,8,0.511411,1,1,1,0
000000044699.jpg,3,0.289244,1,0,0,0
000000044877.jpg,1,0.514198,1,1,1,0
000000045070.jpg,2,0.252925,1,0,0,0
000000045090.jpg,5,0.462468,1,1,0,0
000000045229.jpg,15,0.670596,1,1,1,0
000000045472.jpg,5,0.217689,0,0,0,0
000000045550.jpg,4,0.52286,1,1,1,0
000000045596.jpg,11,0.459258,1,1,0,0
000000045728.jpg,3,0.462857,1,1,0,0
000000046252.jpg,9,0.520238,1,1,1,0
000000046378.jpg,0,0.0,0,0,0,0
000000046463.jpg,2,0.596077,1,1,1,0
000000046497.jpg,1,0.512711,1,1,1,0
000000046804.jpg,3,0.531361,1,1,1,0
000000047010.jpg,2,0.44168,1,1,0,0
000000047112.jpg,2,0.071884,0,0,0,0
000000047121.jpg,8,0.598337,1,1,1,0
000000047571.jpg,2,0.160123,0,0,0,0
000000047585.jpg,2,0.172292,0,0,0,0
000000047819.jpg,3,0.231865,0,0,0,0
000000047828.jpg,4,0.214311,0,0,0,0
000000048504.jpg,4,0.170371,0,0,0,0
000000048564.jpg,2,0.643032,1,1,1,0
000000048924.jpg,6,0.344697,1,0,0,0
000000049091.jpg,2,0.115364,0,0,0,0
000000049259.jpg,2,0.133115,0,0,0,0
000000049759.jpg,8,0.487641,1,1,0,0
000000049761.jpg,3,0.135083,0,0,0,0
000000049810.jpg,3,0.264578,1,0,0,0
000000050145.jpg,2,0.656333,1,1,1,0
000000050149.jpg,3,0.110293,0,0,0,0
000000050165.jpg,7,0.487625,1,1,0,0
000000050326.jpg,3,0.241395,0,0,0,0
000000050331.jpg,7,0.159508,0,0,0,0
000000050380.jpg,1,0.15415,0,0,0,0
000000050679.jpg,4,0.568491,1,1,1,0
000000050828.jpg,2,0.207063,0,0,0,0
000000050896.jpg,7,0.747004,1,1,1,1
000000050943.jpg,2,0.38388,1,0,0,0
000000051008.jpg,3,0.629305,1,1,1,0
000000051309.jpg,1,0.066264,0,0,0,0
000000051326.jpg,0,0.0,0,0,0,0
000000051598.jpg,1,0.566681,1,1,1,0
000000051610.jpg,3,0.416495,1,1,0,0
000000051712.jpg,1,0.060386,0,0,0,0
000000051938.jpg,7,0.23248,0,0,0,0
000000051961.jpg,3,0.297993,1,0,0,0
000000051976.jpg,4,0.32424,1,0,0,0
000000052017.jpg,1,0.799925,1,1,1,1
000000052412.jpg,2,0.086004,0,0,0,0
000000052413.jpg,5,0.29933,1,0,0,0
000000052462.jpg,4,0.35312,1,0,0,0
000000052565.jpg,3,0.361265,1,0,0,0
000000052591.jpg,7,0.578041,1,1,1,0
000000052891.jpg,4,0.297905,1,0,0,0
000000052996.jpg,4,0.275424,1,0,0,0
000000053505.jpg,6,0.522791,1,1,1,0
000000053529.jpg,1,0.050901,0,0,0,0
000000053909.jpg,3,0.115834,0,0,0,0
000000053994.jpg,8,0.313766,1,0,0,0
000000054164.jpg,6,0.42573,1,1,0,0
000000054592.jpg,2,0.405212,1,1,0,0
000000054593.jpg,3,0.093999,0,0,0,0
000000054605.jpg,8,0.315943,1,0,0,0
000000054628.jpg,9,0.318109,1,0,0,0
000000054654.jpg,5,0.310641,1,0,0,0
000000054931.jpg,1,0.392539,1,0,0,0
000000054967.jpg,13,0.310871,1,0,0,0
000000055002.jpg,5,0.647865,1,1,1,0
000000055022.jpg,3,0.523587,1,1,1,0
000000055072.jpg,2,0.064423,0,0,0,0
000000055150.jpg,4,0.391814,1,0,0,0
000000055299.jpg,3,0.32613,1,0,0,0
000000055528.jpg,2,0.124403,0,0,0,0
000000055950.jpg,6,0.735216,1,1,1,1
000000056344.jpg,4,0.324782,1,0,0,0
000000056350.jpg,1,0.54448,1,1,1,0
000000056545.jpg,3,0.362926,1,0,0,0
000000057027.jpg,5,0.344329,1,0,0,0
000000057149.jpg,15,0.491248,1,1,0,0
000000057232.jpg,4,0.370012,1,0,0,0
000000057238.jpg,0,0.0,0,0,0,0
000000057244.jpg,5,0.32883,1,0,0,0
