ImageID,url,license,status,w,h,bird
cfe32b91b602df95,https://farm6.staticflickr.com/4089/4971309080_370ab0baf3_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,685,533,0
686f1e0d4a0b47cb,https://c4.staticflickr.com/5/4103/4978718898_e71d55168d_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1440,900,0
61ad65e21ea94463,https://farm4.staticflickr.com/7162/6391843291_c182e39b6f_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1500,1500,0
50c532b8fc3c8d01,https://farm2.staticflickr.com/5027/5551600787_d1a6f9a432_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3168,4752,0
791d63b1c3499e4f,https://c8.staticflickr.com/1/65/194837681_4ea2352da7_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,400,304,0
6ae69b25fa8d3526,https://farm7.staticflickr.com/8782/16989514439_6d4974992f_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2272,1704,0
f42f158d14589318,https://c1.staticflickr.com/8/7364/10329440286_a4bd282f5e_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2816,2120,0
38dce42277f4ee23,https://farm4.staticflickr.com/8017/7103071221_16c293f1b7_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1626,1080,0
dd1a8cbb528f4505,https://farm6.staticflickr.com/3725/13640183354_a6b6f9c973_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3264,2448,0
838e2e43f4f7f8d8,https://c1.staticflickr.com/1/395/19495539072_55bd75ffee_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,5074,2598,0
8c4da4698c3c35d5,https://farm6.staticflickr.com/4103/4833924938_405eabff97_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4256,2832,0
b392fa27d198ba0d,https://c6.staticflickr.com/4/3134/2688321871_994e5a78ab_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,869,666,0
021db964cc5ab932,https://farm3.staticflickr.com/3743/9197426507_26bcbd96c2_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,574,480,0
28890a2a249c691f,https://c8.staticflickr.com/5/4059/4667069268_729f0de8e8_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3648,2736,0
360edff3fbb3fbff,https://c8.staticflickr.com/8/7297/8747690356_eaec538299_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,612,612,0
9fccfaa4d3b7554d,https://c6.staticflickr.com/9/8128/15488192768_a9356bc679_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4384,3288,0
3235b02ee41cfb65,https://farm6.staticflickr.com/7195/6853815705_054d9548e9_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1600,1200,0
50a8e0f047581eee,https://c7.staticflickr.com/1/5/7195675_b3e4dbcc86_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2048,1536,0
b778fcefb81de181,https://farm2.staticflickr.com/2507/4100203938_89d43f09ca_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,1000,664,0
c8f0cc0e5b776816,https://farm7.staticflickr.com/4115/4889202710_3087a2bd6b_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1280,854,0
e23811211571bf14,https://farm5.staticflickr.com/7783/18232483800_d685628b6f_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4447,3749,0
26cb20487cbc008d,https://c6.staticflickr.com/9/8150/7661376966_8d6fb70a7b_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3264,2448,0
d2ed1063b63dfd3b,https://c4.staticflickr.com/1/178/449008472_33e90803e6_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,500,416,0
1fe8d1c4f4853599,https://c2.staticflickr.com/1/165/405261485_70882ecdb9_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,800,600,0
07ee6e642e07e689,https://c2.staticflickr.com/6/5125/5199077083_ccc5acd7e5_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,480,640,0
d251c693b79873ca,https://c3.staticflickr.com/8/7760/17676497394_af25fd5ff5_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1456,971,0
1c27e643d5bd43bb,https://c4.staticflickr.com/6/5681/20779575429_70c4d6df24_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3264,2448,0
914dd6fb5eb17e85,https://farm6.staticflickr.com/3324/4621899397_1e39b5ef4f_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1240,1755,0
53e5eeeff0fd0bc0,https://farm1.staticflickr.com/1121/949144852_0609513c5e_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2816,2112,0
f59ad16a3e79dde2,https://farm3.staticflickr.com/3857/14588678955_f3ab7f1689_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,640,640,0
150259a77919642e,https://c7.staticflickr.com/7/6095/6872935558_2ee1002138_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,612,612,0
60dd38c90b4a85a7,https://farm8.staticflickr.com/3563/3440517604_30b555bb2f_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,352,288,0
7b2949144b34118d,https://c6.staticflickr.com/7/6045/6294848841_109e1dcf7b_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1300,863,0
2d3bf81d68393650,https://farm1.staticflickr.com/3694/19840390272_d4f56d9e33_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2448,3264,0
9b507a180abd1c0a,https://c3.staticflickr.com/8/7224/6892188624_b9e2621cb0_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1600,1200,0
dd09f41bc887f3fa,https://c3.staticflickr.com/1/564/20490532196_94f8b343bb_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3648,2736,0
31c40da724ed3376,https://farm7.staticflickr.com/8611/16528559519_ffa6b1d0e5_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3348,2232,0
e5c5e4e7999cc2ba,https://c3.staticflickr.com/4/3025/2713588413_bc40279e91_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3072,2304,0
94c39c4ef5c0249f,https://c8.staticflickr.com/5/4077/5451534765_b2cc940d0e_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2000,2000,0
2970bc6a7c676411,https://farm2.staticflickr.com/7453/12570691363_33123b2b6d_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3158,2258,0
a70d043db72fa64f,https://c8.staticflickr.com/1/1/677801_e4c907942c_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2272,1704,0
36f08c7bb481ba25,https://farm6.staticflickr.com/2439/3988963481_c9013a219a_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,768,1024,0
907c394cfb147647,https://farm8.staticflickr.com/3861/14869036753_4e42b0c9bd_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1600,1067,0
d46a832a549cecab,https://c4.staticflickr.com/6/5472/9164061462_124a4d3d7c_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4608,2592,0
fafa86508e73b472,https://farm3.staticflickr.com/512/17864510914_0fc944809a_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3279,2140,0
ce10b909451393b7,https://farm8.staticflickr.com/5540/14335008168_a05af4833f_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,640,480,0
a6cd0e29296069a8,https://c1.staticflickr.com/9/8208/8199059662_349c89b038_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4928,3264,0
ed4aa3607e940a25,https://farm6.staticflickr.com/3256/3162924588_49be4183dd_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,640,480,0
f2c6af55e93f77a6,https://farm7.staticflickr.com/3049/2932038883_6c939971e3_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2816,2112,0
2942c7bf0da31cbb,https://c4.staticflickr.com/8/7155/6510821783_16b987fc30_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,450,600,0
cffcc62d5c1e5163,https://farm4.staticflickr.com/3421/3306246357_1707c39122_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,450,675,0
34b67dd221506af4,https://farm5.staticflickr.com/2923/13781167944_fd3872b1cb_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,800,479,0
fed27050f55c11ef,https://c8.staticflickr.com/8/7256/7690877392_633258c5cd_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,612,612,0
2fe48e05a4c0a96d,https://c6.staticflickr.com/9/8436/7959635438_615e53a237_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1756,1090,0
7257dc7e0c39a024,https://farm5.staticflickr.com/6020/5880120681_f0579b5ac9_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,800,534,0
38a18dda6a0e761f,https://c8.staticflickr.com/2/1084/1239294940_55326d4975_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3888,2592,0
90bbd4f8c98f74e3,https://farm4.staticflickr.com/7447/10910728663_4a973bcca6_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2000,3000,0
819010698b243bd6,https://farm7.staticflickr.com/3057/2642119870_a4625ed3d3_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2592,3888,0
defd8f4b30b3e1e1,https://farm2.staticflickr.com/2552/3865577525_9074085999_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1280,960,0
1c92fdf4ef1959ef,https://c8.staticflickr.com/3/2140/1923603412_1e5f2d5e43_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1600,1200,0
641a1085804fb145,https://farm6.staticflickr.com/3102/3157667190_f2a47b87f5_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1608,1608,0
b79642161dd4affe,https://c7.staticflickr.com/4/3598/3630669188_1f37e5bcf0_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3264,2448,0
005bd647ca0ac947,https://farm8.staticflickr.com/3612/3610460398_dfb9dc6fb1_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3008,2000,0
23deeb38b5097d22,https://farm3.staticflickr.com/3112/2769034215_ec18e324f3_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2816,2112,0
d3f67af82117c85c,https://c5.staticflickr.com/9/8523/8499851446_248870ee8f_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3000,2001,0
0e3ed3d9a681cd0f,https://c8.staticflickr.com/9/8425/7867205020_6aff2cc6e2_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4320,3240,0
d4b64bf87ca0d34a,https://c3.staticflickr.com/4/3582/3850866480_2c21443388_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2048,1536,0
c48653c360df7077,https://farm8.staticflickr.com/3726/12245844813_d07637375b_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,5184,3456,0
ab3e9ac4e8093c08,https://c1.staticflickr.com/6/5306/5650352887_4086b6a739_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,800,536,0
b8d4e2217b07e553,https://farm4.staticflickr.com/4052/4368516504_bbbd0d10a2_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3000,2400,0
d4a2692e2a3e7bc8,https://c1.staticflickr.com/4/3067/2491986893_547490bf94_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2105,1542,0
e680092f32248024,https://farm5.staticflickr.com/4120/4937999312_b71ee16481_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2592,1944,0
f988a699b3541070,https://farm1.staticflickr.com/3673/11645366415_e4d95dc03d_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,800,487,0
5b1d138d06e98ea8,https://c1.staticflickr.com/1/266/19561089710_ab6efa0040_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4512,3000,1
7dbaabe926fe45a5,https://farm6.staticflickr.com/7298/16521729451_2f1b4891d3_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,640,640,0
7d18603c87fd316c,https://c5.staticflickr.com/1/185/441897265_a516088422_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1280,937,0
ba8e846647143726,https://farm7.staticflickr.com/7210/6949004463_16e15b2854_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2048,1536,0
3b9e3590b18a59db,https://c4.staticflickr.com/4/3827/9336436075_05349de256_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4200,3000,0
b53acf7b7e740f23,https://farm4.staticflickr.com/2913/14623552448_1537443c42_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3072,1728,0
18f71db2bd75ac5b,https://c4.staticflickr.com/3/2839/10415309935_b0dbe76c15_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4000,3000,0
1420e78038f82919,https://c2.staticflickr.com/2/1215/5146260378_399e1db8dd_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3648,2736,0
fac9925f567b9d29,https://c2.staticflickr.com/8/7537/16147355882_4eeb2bede2_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3174,2409,0
628f098fe63cfc2d,https://c6.staticflickr.com/1/34/104661075_2fa85ab258_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1804,1328,0
7a3942d6c34d4885,https://farm6.staticflickr.com/5316/5908460728_d8bb79dcca_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2592,1936,0
604e5ac986858a9b,https://c4.staticflickr.com/1/202/447181037_0355e3189c_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2560,1920,0
4b61f8479a4631f6,https://farm7.staticflickr.com/7205/6857134225_2ef35afb82_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,5184,3456,0
0d39d3a30a430a74,https://farm5.staticflickr.com/5117/13930724118_fc1ddf7119_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1800,925,0
53082ecce31b23bc,https://c5.staticflickr.com/1/96/211786127_2d3cc9a3c0_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,360,270,0
d61c9511b55db11b,https://c4.staticflickr.com/8/7162/6783638191_be7132cb08_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3456,5184,0
761c0bbbed33fc47,https://farm8.staticflickr.com/7004/6735770051_8c6c2740c4_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,662,1000,0
a3173ec3ace3604c,https://c5.staticflickr.com/7/6192/6080468202_c1e8879b60_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,800,600,0
ddb0e30b74002e0e,https://c7.staticflickr.com/2/1190/1372292858_a648e885a5_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,480,360,0
49fe94c183f65ff0,https://farm1.staticflickr.com/8676/16486252860_f8db864b18_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,5952,3968,0
504bf9f285b856d6,https://farm7.staticflickr.com/3401/3545915368_9698141bb0_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,1024,683,0
640bede79b581f12,https://farm3.staticflickr.com/126/336871990_30b0a0387b_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1280,960,0
d10f3cdbf37ff710,https://farm1.staticflickr.com/7551/15534312784_80383f6926_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4000,2656,0
6e0add6a4deeb0b3,https://farm4.staticflickr.com/94/206881256_0194d69275_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1628,1221,0
81457bbb40f6fa86,https://farm7.staticflickr.com/8590/15590660753_d611822c51_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,640,640,0
5600ccf0c7e30577,https://farm8.staticflickr.com/7139/7603749700_f27f59c11e_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4752,3168,0
b812a19a30152c80,https://farm1.staticflickr.com/65/203470819_a2242229f2_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3072,2048,0
74ee6d1b58ae2e70,https://farm1.staticflickr.com/8370/8443824025_5fe9c95e75_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3008,2000,0
88e02e707b859f97,https://farm8.staticflickr.com/3935/15439986495_774cdb5c2f_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3264,2448,0
0fa11f7260ffa67e,https://c7.staticflickr.com/3/2470/3839103921_4e69b509a8_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1067,1600,0
064dd37a874f7ea7,https://farm8.staticflickr.com/2455/5739175563_e69a519a3f_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,720,540,0
975f764ac322546d,https://c6.staticflickr.com/4/3013/2570846609_8ea8136af4_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1778,2667,0
ef67ec5701686689,https://c2.staticflickr.com/6/5821/20071016993_bfc569e2df_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3840,5760,0
1d5c13500dc4ed77,https://farm8.staticflickr.com/7418/16328761827_d48ed59ba9_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,640,640,0
5b109ce979789e04,https://farm5.staticflickr.com/4029/4316674401_6226b52df4_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,768,1024,0
f91d699c2bf47915,https://farm6.staticflickr.com/8174/8023751747_da3fabd5f7_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,612,612,0
3f758fd3d94c729e,https://c7.staticflickr.com/3/2067/2126104292_f91b645afc_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1024,1024,0
9862eaae40f4fdb1,https://farm2.staticflickr.com/3704/11177130296_c6a17433cb_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,1000,667,0
29876b10d52f8688,https://c1.staticflickr.com/6/5173/5579518920_5e27544e2f_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1182,1600,0
dda3043fa860d635,https://farm6.staticflickr.com/3001/2725529804_5efd7e6157_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2856,2142,0
8ddcb3f5ab13ea7a,https://c3.staticflickr.com/3/2676/4060374221_d2bbc08d6e_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2106,2709,0
b744f82546be209a,https://c3.staticflickr.com/8/7423/8864575450_5a673b871a_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,640,360,0
103156b19827a5fc,https://c5.staticflickr.com/1/211/503467305_44fd83b410_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2048,1536,0
9586c1b815b072d6,https://farm7.staticflickr.com/2562/3961497275_969c95c48a_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4288,2848,0
2b9aa08dc84d0a44,https://farm5.staticflickr.com/6026/5946443594_ced7eafa82_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3840,2160,0
4aafa0afe0e581d6,https://farm7.staticflickr.com/3459/3373035926_5bd9723c27_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3264,2448,0
3ccfda3bcae7e816,https://farm7.staticflickr.com/3006/2452439479_7882176417_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,500,358,0
7d687818430809d4,https://farm5.staticflickr.com/5603/15614464648_6a663dd950_o.jpg,https://creativecommons.org/licenses/by/2.0/,small,723,1024,0
c1ea62ed11e7acd8,https://c1.staticflickr.com/8/7387/8978966334_2ee6a93c5d_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,4288,2848,0
7986a227e8b444fd,https://c6.staticflickr.com/6/5053/5517463875_883ea3b5eb_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,3054,2036,0
39ff14019dc16161,https://farm2.staticflickr.com/2450/3580436103_1618a3dcb8_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,1998,3024,0
86d26fe72a28de02,https://farm3.staticflickr.com/8517/8458102603_a69a9d510a_o.jpg,https://creativecommons.org/licenses/by/2.0/,accepted,2306,1536,0
87641b9eefaa84ad,https://c6.staticflickr.com/5/4067/4676489437_d7211763c6_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
94c53be316c9a02e,https://c7.staticflickr.com/8/7072/6909399056_8cc0a3cc17_o.jpg,https://creativecommons.org/licenses/by/2.0/,dead-confirmed,,,0
