img,n_tiles,tile_confs,tile_nboxes,full_conf640,w,h
09ef2f433829bb03.jpg,20,0.342781;0.248624;0.182708;0.165531;0.169963;0.624890;0.351375;0.278105;0.000000;0.111036;0.000000;0.315641;0.148027;0.062216;0.000000;0.511771;0.682901;0.291248;0.060141;0.080370,2;5;5;2;2;2;6;3;0;1;0;3;2;1;0;1;2;2;1;1,0.390794,2560,1920
0a23d3f0e7d850f4.jpg,9,0.606143;0.640894;0.097982;0.000000;0.533133;0.210871;0.000000;0.367068;0.281423,2;1;1;0;4;2;0;4;2,0.328628,1600,1200
0b6b92ee7daf2c5c.jpg,88,0.152056;0.654570;0.000000;0.056207;0.000000;0.112924;0.000000;0.129098;0.222623;0.278381;0.701209;0.000000;0.205971;0.478870;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.156418;0.000000;0.209503;0.053630;0.067673;0.216179;0.000000;0.000000;0.000000;0.000000;0.000000;0.171922;0.502271;0.000000;0.429894;0.187596;0.000000;0.000000;0.000000;0.000000;0.077130;0.623312;0.000000;0.000000;0.000000;0.451677;0.000000;0.000000;0.000000;0.000000;0.000000;0.059118;0.000000;0.163460;0.506207;0.000000;0.000000;0.000000;0.107302;0.000000;0.137551;0.000000;0.201540;0.330454;0.000000;0.000000;0.000000;0.000000;0.000000;0.087732;0.151288;0.161166;0.000000;0.147697;0.315396,1;1;0;1;0;1;0;2;1;1;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;3;0;0;0;0;0;2;1;0;1;3;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;1;0;3;2;0;0;0;2;0;1;0;1;3;0;0;0;0;0;1;1;2;0;2;3,0.230621,5760,3840
0be9c11f16cf1fbe.jpg,70,0.000000;0.087752;0.425207;0.000000;0.000000;0.000000;0.107516;0.000000;0.000000;0.205774;0.000000;0.000000;0.530439;0.000000;0.000000;0.052436;0.000000;0.217772;0.000000;0.128129;0.000000;0.000000;0.000000;0.102159;0.165498;0.000000;0.000000;0.213920;0.085624;0.058813;0.169403;0.085396;0.248633;0.306771;0.327021;0.289155;0.131289;0.102977;0.070843;0.057346;0.713552;0.180880;0.693117;0.698684;0.754134;0.208733;0.155976;0.117481;0.167205;0.129908;0.173245;0.219719;0.487560;0.066802;0.081344;0.207827;0.191306;0.495208;0.173147;0.130563;0.433094;0.085861;0.542521;0.076350;0.205118;0.121535;0.331216;0.542955;0.000000;0.352683,0;1;2;0;0;0;1;0;0;2;0;0;2;0;0;1;0;3;0;1;0;0;0;1;1;0;0;2;1;1;2;2;2;3;7;4;4;2;1;1;3;5;1;1;3;1;1;2;2;2;3;3;5;1;1;6;2;8;2;1;2;1;10;1;4;3;4;7;0;2,0.119873,5184,3456
0c82bfd1f18ed1ea.jpg,40,0.000000;0.000000;0.153922;0.000000;0.000000;0.000000;0.000000;0.405878;0.193105;0.000000;0.000000;0.000000;0.566266;0.805219;0.000000;0.000000;0.000000;0.100724;0.000000;0.000000;0.000000;0.000000;0.346797;0.000000;0.000000;0.079115;0.000000;0.000000;0.230155;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;2;0;0;0;0;4;2;0;0;0;3;1;0;0;0;2;0;0;0;0;4;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0,0.0,2592,3888
0d09c567cfd03b28.jpg,30,0.000000;0.223643;0.000000;0.000000;0.000000;0.000000;0.090387;0.315429;0.072613;0.000000;0.364545;0.235640;0.134034;0.725156;0.740238;0.062987;0.097091;0.000000;0.317335;0.542909;0.622389;0.424397;0.194207;0.000000;0.000000;0.259472;0.205529;0.238482;0.554792;0.537026,0;1;0;0;0;0;2;3;1;0;2;1;4;7;5;2;2;0;1;1;1;3;1;0;0;2;1;3;1;1,0.433306,2304,3072
0d1a073b2c455b1d.jpg,4,0.712919;0.500223;0.559817;0.443842,2;3;2;3,0.76327,768,1024
0d2e090e9b025ddc.jpg,24,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.056128;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.063187;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0,0.0,2816,2112
0d39d3a30a430a74.jpg,8,0.108703;0.194922;0.078533;0.050176;0.000000;0.389055;0.143612;0.148931,5;5;1;1;0;4;2;5,0.49797,1800,925
0d73caebb7a63351.jpg,20,0.474000;0.299763;0.679747;0.367082;0.000000;0.532590;0.393931;0.081156;0.443618;0.260325;0.114892;0.000000;0.416197;0.670183;0.133486;0.328535;0.175347;0.114080;0.618492;0.416553,1;8;4;1;0;4;4;1;2;7;2;0;8;10;4;5;1;4;5;6,0.401975,2135,2682
0dc6c490b2941ff8.jpg,4,0.222986;0.255126;0.586935;0.390963,4;4;2;3,0.0,1119,778
0e3ed3d9a681cd0f.jpg,63,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.180478;0.573383;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.289548;0.000000;0.000000;0.000000;0.100747;0.000000;0.000000;0.433705;0.000000;0.000000;0.000000;0.241286;0.471713;0.000000;0.000000;0.251221;0.102442;0.378821;0.201360;0.000000;0.068407;0.000000;0.000000;0.000000;0.000000;0.156196;0.000000;0.000000;0.000000;0.000000;0.000000;0.054401;0.094829;0.197086;0.000000;0.000000;0.000000;0.000000;0.174922,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;7;0;0;0;3;1;0;0;2;1;1;3;0;1;0;0;0;0;2;0;0;0;0;0;1;1;2;0;0;0;0;1,0.328255,3240,4320
0ea657df47f0dcbb.jpg,12,0.075209;0.156434;0.053081;0.124944;0.087520;0.050435;0.414772;0.116677;0.112608;0.000000;0.176027;0.000000,3;3;1;4;1;1;3;2;1;0;6;0,0.07785,2048,1536
0fa11f7260ffa67e.jpg,6,0.000000;0.119892;0.425856;0.322468;0.128605;0.000000,0;2;4;2;1;0,0.095821,1067,1600
103156b19827a5fc.jpg,12,0.000000;0.440832;0.065749;0.000000;0.000000;0.226106;0.067816;0.000000;0.000000;0.000000;0.112748;0.167747,0;3;1;0;0;1;1;0;0;0;3;2,0.085788,2048,1536
10517249ac232c8f.jpg,12,0.000000;0.000000;0.000000;0.056521;0.000000;0.317940;0.000000;0.000000;0.501999;0.141292;0.285307;0.668111,0;0;0;1;0;9;0;0;4;8;9;2,0.092276,2048,1536
138171babca75da4.jpg,20,0.000000;0.000000;0.219775;0.180071;0.000000;0.000000;0.734055;0.723868;0.527199;0.267136;0.000000;0.135803;0.375221;0.085591;0.000000;0.000000;0.000000;0.241295;0.000000;0.000000,0;0;2;2;0;0;4;4;11;5;0;3;5;3;0;0;0;2;0;0,0.377497,2517,1888
13b6289aef7a24b7.jpg,6,0.511501;0.134749;0.114249;0.273242;0.746957;0.746858,2;4;6;3;4;2,0.358874,1280,960
1420e78038f82919.jpg,42,0.000000;0.000000;0.000000;0.346836;0.000000;0.000000;0.000000;0.128140;0.228641;0.000000;0.153164;0.270595;0.091357;0.000000;0.083296;0.502685;0.000000;0.079281;0.141430;0.701250;0.352760;0.277334;0.615598;0.316912;0.626370;0.059834;0.294408;0.269306;0.544615;0.136047;0.102642;0.000000;0.000000;0.214428;0.000000;0.414895;0.000000;0.082664;0.000000;0.000000;0.184056;0.000000,0;0;0;1;0;0;0;1;1;0;2;4;2;0;1;2;0;2;5;1;6;4;3;2;7;2;5;1;1;3;3;0;0;1;0;1;0;1;0;0;1;0,0.693191,3648,2736
14859252196fd7a6.jpg,35,0.000000;0.000000;0.000000;0.348338;0.000000;0.056296;0.051449;0.092496;0.169564;0.362595;0.257370;0.081487;0.185288;0.154793;0.122429;0.223815;0.326094;0.179730;0.000000;0.000000;0.000000;0.098068;0.079382;0.243558;0.160716;0.333184;0.213999;0.185912;0.368149;0.106860;0.141797;0.170522;0.657991;0.103764;0.106477,0;0;0;1;0;1;1;1;3;7;7;1;3;4;4;4;6;2;0;0;0;2;1;11;4;1;3;3;3;3;8;5;1;4;2,0.091478,3264,2448
15e838aba2dccc8b.jpg,20,0.000000;0.095699;0.000000;0.000000;0.000000;0.000000;0.144666;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,1863,2497
1655ed7fefd46b13.jpg,20,0.478807;0.083851;0.297544;0.530334;0.317904;0.467230;0.245700;0.365590;0.211061;0.161010;0.232819;0.427267;0.627613;0.000000;0.333902;0.457517;0.362206;0.614091;0.263042;0.347613,6;6;3;5;3;5;3;3;2;4;7;3;3;0;5;6;3;6;4;4,0.278753,2560,1920
1876ff97a1af1590.jpg,12,0.000000;0.269270;0.421159;0.292247;0.000000;0.000000;0.000000;0.000000;0.075033;0.060548;0.238449;0.000000,0;3;4;1;0;0;0;0;1;1;1;0,0.280219,2048,1536
18f71db2bd75ac5b.jpg,48,0.000000;0.511692;0.566201;0.679188;0.000000;0.000000;0.000000;0.065797;0.380916;0.381695;0.072746;0.569499;0.563693;0.118135;0.000000;0.000000;0.401827;0.000000;0.000000;0.142949;0.000000;0.000000;0.000000;0.000000;0.436224;0.000000;0.373841;0.000000;0.000000;0.648108;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.411102;0.230926;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.524663;0.474736;0.000000,0;10;5;7;0;0;0;1;6;7;2;1;2;1;0;0;5;0;0;3;0;0;0;0;4;0;1;0;0;3;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;7;2;0,0.62379,4000,3000
1a0ef4b7b43fd5ee.jpg,63,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.073341;0.050563;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.310642;0.242096;0.403730;0.000000;0.000000;0.000000;0.000000;0.000000;0.177103;0.368684;0.630895;0.660496;0.055405;0.000000;0.000000;0.000000;0.055053;0.000000;0.000000;0.000000;0.143458;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.137174;0.065981;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.061720;0.057009;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;6;0;0;0;0;0;4;3;1;7;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0,0.249303,4320,3240
1b93c5c119ca13a2.jpg,12,0.000000;0.000000;0.144853;0.000000;0.084065;0.138635;0.310113;0.148257;0.152054;0.412363;0.112403;0.159983,0;0;2;0;1;3;1;1;2;2;2;4,0.137473,1900,1267
1c27e643d5bd43bb.jpg,35,0.000000;0.349105;0.228225;0.375080;0.205211;0.578262;0.545687;0.000000;0.071796;0.302428;0.301158;0.000000;0.447855;0.447751;0.164662;0.119746;0.303180;0.368406;0.326001;0.465255;0.214656;0.147818;0.302348;0.065867;0.150119;0.125495;0.688350;0.600544;0.201788;0.283939;0.096545;0.137545;0.324481;0.000000;0.064217,0;5;4;3;3;2;1;0;1;3;1;0;3;2;1;2;2;3;6;4;4;3;5;1;3;3;2;2;3;3;4;3;6;0;1,0.194012,3264,2448
1c744a56b31d0d1f.jpg,8,0.199712;0.185259;0.234351;0.163237;0.378305;0.643017;0.088224;0.159516,4;4;3;3;2;6;4;2,0.474162,1690,1122
1c92fdf4ef1959ef.jpg,9,0.581008;0.699677;0.757967;0.634720;0.157269;0.470652;0.499346;0.199100;0.447505,4;2;3;5;3;6;3;4;6,0.115466,1600,1200
1d5f3d366ce8193c.jpg,35,0.000000;0.099339;0.292204;0.283402;0.453385;0.140663;0.205287;0.000000;0.165584;0.637156;0.122062;0.123114;0.067139;0.000000;0.066593;0.544020;0.378921;0.495482;0.206988;0.310565;0.000000;0.000000;0.278478;0.482486;0.213086;0.543501;0.164910;0.179951;0.266158;0.270194;0.264732;0.340262;0.188715;0.191087;0.145414,0;1;2;5;2;2;3;0;2;2;3;5;1;0;1;4;4;8;1;4;0;0;4;1;5;3;5;2;1;2;4;1;2;3;2,0.308346,3456,2592
1dec8b9aacf770e2.jpg,4,0.133650;0.480917;0.317266;0.152826,14;2;9;4,0.277434,1080,1080
1dfc8694ca27bf06.jpg,35,0.437112;0.000000;0.202957;0.090357;0.566254;0.613724;0.590727;0.778668;0.359247;0.661441;0.220085;0.344428;0.000000;0.000000;0.603927;0.599653;0.474533;0.468665;0.314001;0.000000;0.065716;0.675408;0.331322;0.635262;0.339998;0.345798;0.574131;0.576116;0.688655;0.256565;0.702768;0.345198;0.166181;0.172224;0.156401,1;0;6;2;5;4;4;6;3;4;1;5;0;0;5;2;11;8;10;0;1;3;15;7;9;6;1;1;5;7;14;4;7;1;1,0.112547,3264,2448
1e262476034c7766.jpg,70,0.075242;0.000000;0.145350;0.000000;0.509104;0.000000;0.000000;0.000000;0.000000;0.000000;0.301544;0.702565;0.173181;0.114254;0.000000;0.000000;0.000000;0.142597;0.000000;0.350824;0.250873;0.256751;0.307548;0.000000;0.000000;0.000000;0.000000;0.413706;0.059091;0.353416;0.000000;0.165366;0.741103;0.055834;0.000000;0.325848;0.160708;0.626521;0.347206;0.508079;0.000000;0.096525;0.618295;0.407003;0.064903;0.151439;0.098117;0.213692;0.152263;0.119570;0.314560;0.122953;0.000000;0.463765;0.318757;0.232375;0.122359;0.172710;0.173367;0.058941;0.123937;0.178572;0.000000;0.000000;0.116493;0.056491;0.204393;0.000000;0.000000;0.000000,2;0;3;0;1;0;0;0;0;0;2;4;3;2;0;0;0;2;0;2;3;5;4;0;0;0;0;1;1;2;0;4;4;1;0;2;2;3;4;4;0;3;1;3;1;1;1;1;1;2;4;5;0;2;5;1;2;2;1;1;2;3;0;0;2;1;1;0;0;0,0.300611,5184,3456
1e34f92f5ea27d83.jpg,66,0.636226;0.363732;0.405915;0.314714;0.000000;0.768750;0.490094;0.199413;0.257407;0.531159;0.517061;0.171639;0.189976;0.442568;0.428378;0.578136;0.377502;0.356882;0.320450;0.232644;0.455989;0.555522;0.406761;0.000000;0.269236;0.280409;0.000000;0.000000;0.179020;0.057335;0.502683;0.130266;0.363091;0.399008;0.619318;0.085566;0.000000;0.083917;0.000000;0.141185;0.509033;0.360945;0.000000;0.374030;0.249529;0.210968;0.197733;0.437619;0.198623;0.596804;0.273617;0.354428;0.653352;0.720282;0.727205;0.399452;0.117103;0.064792;0.131358;0.066803;0.570457;0.305839;0.134133;0.175525;0.357426;0.458672,15;7;6;9;0;4;6;7;13;6;5;4;3;5;5;2;5;4;3;2;7;7;6;0;2;4;0;0;4;1;6;5;3;5;1;4;0;1;0;1;8;5;0;2;16;4;14;8;4;6;7;9;6;3;3;16;1;1;4;3;4;6;2;8;8;6,0.650856,5376,3024
1eb23c0cbf0c2ca3.jpg,4,0.587655;0.683334;0.615401;0.704219,3;9;6;10,0.328118,1024,768
1ecc0db941d92657.jpg,8,0.247499;0.480610;0.314902;0.763111;0.077331;0.860647;0.850123;0.805204,5;6;4;3;1;3;6;4,0.739234,2008,1138
1f033af8fc7682e6.jpg,30,0.000000;0.516412;0.501825;0.187327;0.231579;0.000000;0.000000;0.572607;0.134350;0.281930;0.000000;0.078251;0.000000;0.103593;0.000000;0.177240;0.270908;0.328051;0.000000;0.000000;0.117514;0.297174;0.168724;0.000000;0.000000;0.000000;0.342454;0.065647;0.000000;0.000000,0;2;4;1;1;0;0;4;1;5;0;1;0;1;0;1;2;4;0;0;2;3;3;0;0;0;1;1;0;0,0.208454,2398,2997
1f16c49c14b01b90.jpg,12,0.409883;0.775163;0.693715;0.331033;0.211178;0.089448;0.512866;0.507593;0.064111;0.128204;0.093981;0.242491,3;5;4;6;3;2;2;4;3;2;1;2,0.526661,2048,1360
1fc64a014f899fad.jpg,35,0.168708;0.107651;0.533811;0.000000;0.000000;0.130502;0.095246;0.343935;0.428978;0.386437;0.086255;0.384617;0.488477;0.349076;0.739961;0.344455;0.200706;0.090251;0.624309;0.474566;0.561864;0.142246;0.056190;0.317684;0.162018;0.126557;0.000000;0.000000;0.000000;0.000000;0.332849;0.337441;0.176093;0.000000;0.000000,1;1;4;0;0;2;3;3;4;5;1;2;9;6;3;7;1;5;6;4;5;1;1;4;2;2;0;0;0;0;6;3;3;0;0,0.113743,3504,2336
1fcd36aa10ce8cae.jpg,12,0.266102;0.105182;0.160292;0.231258;0.354012;0.493679;0.186556;0.572098;0.225159;0.072755;0.052902;0.167080,4;2;4;4;2;5;3;2;3;1;1;2,0.676337,2048,1539
2035d3a7a1b7fc04.jpg,12,0.771767;0.485040;0.075379;0.664107;0.589897;0.148180;0.120883;0.121496;0.376167;0.151523;0.147971;0.528632,3;4;1;5;4;1;3;2;5;1;2;6,0.227031,1380,2048
2045a7efb3ad6815.jpg,15,0.000000;0.000000;0.000000;0.000000;0.000000;0.061124;0.408319;0.377885;0.281871;0.236419;0.372491;0.000000;0.550866;0.473596;0.457638,0;0;0;0;0;2;1;7;3;3;4;0;3;3;4,0.072096,2500,1656
207d09af2f583c31.jpg,12,0.000000;0.698463;0.000000;0.000000;0.000000;0.508640;0.000000;0.068840;0.000000;0.184060;0.000000;0.174608,0;1;0;0;0;3;0;1;0;1;0;2,0.135746,1982,1416
208f299f827441fb.jpg,15,0.214124;0.000000;0.242684;0.053067;0.000000;0.171687;0.154350;0.518853;0.413590;0.000000;0.322042;0.000000;0.000000;0.000000;0.130727,1;0;3;1;0;4;2;2;7;0;4;0;0;0;3,0.35397,1552,2592
214a4b9be6fdd6c2.jpg,9,0.000000;0.054029;0.191727;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;1;4;0;0;0;0;0;0,0.274914,1600,1200
23b73886e375fa7e.jpg,12,0.095419;0.109157;0.206587;0.253206;0.418567;0.245694;0.101829;0.000000;0.414348;0.069015;0.398974;0.142481,5;3;4;5;3;3;2;0;3;3;3;1,0.120386,2000,1328
23be40c20d455375.jpg,20,0.312263;0.079470;0.076506;0.418945;0.372717;0.258655;0.070433;0.336912;0.544175;0.087780;0.000000;0.519165;0.337928;0.275348;0.731207;0.085559;0.386879;0.059364;0.150330;0.243338,3;1;3;3;7;2;2;4;7;2;0;4;2;6;2;1;4;1;5;4,0.355429,2592,1944
23deeb38b5097d22.jpg,24,0.000000;0.456940;0.575689;0.171149;0.000000;0.000000;0.249950;0.000000;0.056314;0.000000;0.000000;0.000000;0.000000;0.000000;0.102388;0.000000;0.096491;0.104058;0.059827;0.405258;0.320311;0.111249;0.136838;0.168475,0;6;1;3;0;0;1;0;1;0;0;0;0;0;2;0;1;1;2;2;3;1;1;2,0.607166,2816,2112
24443a13d8f6e54a.jpg,15,0.762428;0.745109;0.705804;0.230311;0.103390;0.592682;0.826804;0.681241;0.235557;0.167128;0.713161;0.717818;0.768845;0.674159;0.156279,3;5;6;5;5;5;7;5;2;1;3;3;8;2;2,0.110754,2216,1259
249f174ee917ab1d.jpg,54,0.217231;0.387205;0.309233;0.422971;0.463388;0.353507;0.392013;0.477044;0.485061;0.268181;0.598417;0.736160;0.528744;0.529766;0.677771;0.647878;0.541348;0.579939;0.585416;0.604508;0.306947;0.264171;0.419042;0.490926;0.192104;0.265966;0.518753;0.513504;0.589555;0.640722;0.401906;0.473532;0.597346;0.000000;0.228315;0.198219;0.422890;0.454404;0.488235;0.699375;0.686802;0.665867;0.530961;0.492280;0.406392;0.596698;0.510624;0.533074;0.564946;0.571276;0.679578;0.807900;0.453579;0.366657,8;3;9;1;6;6;6;8;7;9;7;5;5;14;5;4;3;3;5;5;3;7;6;8;7;4;4;6;6;7;7;6;6;0;6;8;7;6;10;6;7;5;2;1;1;9;7;7;7;8;6;2;2;2,0.199389,4272,2848
