img,n_tiles,tile_confs,tile_nboxes,full_conf640,w,h
078a836c2a6c0d7a.jpg,35,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.075087;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,3264,2448
07e132007696f157.jpg,96,0.074413;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.080216;0.000000;0.000000;0.722062;0.400595;0.000000;0.000000;0.186360;0.000000;0.061044;0.056817;0.125931;0.000000;0.000000;0.000000;0.151341;0.407531;0.058843;0.000000;0.000000;0.000000;0.000000;0.108234;0.187103;0.368821;0.000000;0.086757;0.069702;0.167194;0.435222;0.669461;0.413455;0.000000;0.000000;0.194228;0.066775;0.084335;0.131875;0.488221;0.055453;0.097720;0.000000;0.000000;0.000000;0.000000;0.000000;0.089503;0.000000;0.287730;0.000000;0.419369;0.000000;0.178987;0.000000;0.123211;0.061070;0.000000;0.000000;0.118134;0.134922;0.175917;0.731700;0.622773;0.629848;0.000000;0.000000;0.000000;0.000000;0.653987;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,1;0;0;0;0;0;0;0;2;0;0;1;5;0;0;1;0;1;1;1;0;0;0;3;1;1;0;0;0;0;3;3;3;0;1;1;2;5;2;4;0;0;3;2;3;1;2;1;2;0;0;0;0;0;2;0;1;0;1;0;1;0;1;1;0;0;2;2;1;1;1;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,6048,4032
07e304a0ba61ce5c.jpg,35,0.701568;0.125717;0.117540;0.000000;0.000000;0.201185;0.339405;0.053721;0.815244;0.472743;0.296579;0.663226;0.072590;0.000000;0.000000;0.000000;0.000000;0.000000;0.340225;0.000000;0.000000;0.201546;0.000000;0.000000;0.000000;0.216312;0.000000;0.000000;0.094497;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,2;5;2;0;0;1;3;1;2;1;4;4;1;0;0;0;0;0;2;0;0;2;0;0;0;2;0;0;2;0;0;0;0;0;0,0.0,3313,2254
08877441bb91eceb.jpg,15,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,2500,1656
0958b13d06fce47e.jpg,35,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.275818;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.064532;0.602246;0.618371;0.000000;0.000000;0.000000;0.149356;0.000000;0.606137;0.615463,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;2;0;0;0;1;0;1;2,0.0,3264,2448
09ef2f433829bb03.jpg,20,0.097455;0.088601;0.155473;0.353980;0.166993;0.000000;0.000000;0.294843;0.084123;0.000000;0.000000;0.000000;0.000000;0.068489;0.136426;0.090217;0.000000;0.000000;0.000000;0.506201,1;1;1;2;2;0;0;1;1;0;0;0;0;1;3;1;0;0;0;2,0.058836,2560,1920
0a23d3f0e7d850f4.jpg,9,0.000000;0.560977;0.000000;0.095691;0.656435;0.000000;0.109245;0.000000;0.000000,0;2;0;3;2;0;3;0;0,0.0,1600,1200
0b6b92ee7daf2c5c.jpg,88,0.064564;0.000000;0.000000;0.000000;0.075236;0.101110;0.000000;0.000000;0.057993;0.123883;0.116268;0.000000;0.116764;0.202632;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.096361;0.090449;0.101098;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.196826;0.000000;0.000000;0.000000;0.072761;0.000000;0.000000;0.000000;0.450107;0.000000;0.196648;0.255713;0.166424;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.071180;0.000000;0.000000;0.051852;0.000000;0.134351;0.000000;0.000000;0.000000;0.000000;0.102630;0.000000;0.199622;0.334826;0.000000;0.000000;0.116880;0.157458;0.000000;0.000000;0.000000;0.115557;0.000000;0.100961;0.376634;0.000000;0.000000;0.000000;0.065319;0.058210,1;0;0;0;1;2;0;0;1;1;4;0;5;4;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;2;2;2;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;1;0;3;1;0;0;1;2;0;0;0;1;0;2;1;0;0;0;1;1,0.0,5760,3840
0be9c11f16cf1fbe.jpg,70,0.074041;0.000000;0.441373;0.000000;0.134772;0.000000;0.462699;0.000000;0.000000;0.078643;0.000000;0.000000;0.471086;0.242851;0.502315;0.000000;0.000000;0.202316;0.000000;0.731080;0.122437;0.000000;0.000000;0.304308;0.000000;0.333723;0.155299;0.081669;0.000000;0.555458;0.060039;0.000000;0.000000;0.209235;0.000000;0.000000;0.074455;0.000000;0.000000;0.082967;0.202971;0.084000;0.267228;0.110860;0.280347;0.000000;0.000000;0.230400;0.000000;0.000000;0.000000;0.327268;0.164970;0.000000;0.165577;0.083572;0.130822;0.118595;0.000000;0.000000;0.134726;0.265145;0.114624;0.000000;0.000000;0.000000;0.067010;0.083776;0.000000;0.000000,2;0;1;0;1;0;2;0;0;1;0;0;1;1;1;0;0;1;0;2;2;0;0;1;0;2;1;2;0;2;1;0;0;1;0;0;1;0;0;1;1;1;2;1;3;0;0;2;0;0;0;5;1;0;1;2;1;3;0;0;2;6;3;0;0;0;1;1;0;0,0.0,5184,3456
0c82bfd1f18ed1ea.jpg,40,0.000000;0.000000;0.097105;0.000000;0.000000;0.000000;0.000000;0.421109;0.208938;0.050582;0.000000;0.000000;0.000000;0.055058;0.000000;0.000000;0.000000;0.307563;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.053274;0.000000;0.053810;0.000000;0.000000;0.000000;0.000000;0.144355;0.000000;0.000000;0.000000;0.000000;0.000000;0.061971,0;0;1;0;0;0;0;3;1;1;0;0;0;2;0;0;0;7;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4;0;0;0;0;0;1,0.0,2592,3888
0d09c567cfd03b28.jpg,30,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.240715;0.000000;0.000000;0.000000;0.108498;0.000000;0.052271;0.553387;0.539672;0.000000;0.000000;0.000000;0.085062;0.174013;0.088821;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;1;0;0;0;2;0;2;2;2;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0,0.180817,2304,3072
0d1a073b2c455b1d.jpg,4,0.480039;0.432027;0.208864;0.169488,2;1;1;1,0.620591,768,1024
0d2e090e9b025ddc.jpg,24,0.000000;0.000000;0.000000;0.126778;0.000000;0.000000;0.085280;0.000000;0.000000;0.000000;0.000000;0.000000;0.180011;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;2;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0,0.0,2816,2112
0d39d3a30a430a74.jpg,8,0.000000;0.053074;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;1;0;0;0;0;0;0,0.12168,1800,925
0d73caebb7a63351.jpg,20,0.000000;0.087328;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.050838;0.000000;0.000000;0.000000;0.000000;0.346533;0.369575,0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1,0.229525,2135,2682
0dc6c490b2941ff8.jpg,4,0.122634;0.000000;0.125132;0.000000,3;0;1;0,0.0,1119,778
0e3ed3d9a681cd0f.jpg,63,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.056692;0.000000;0.144869;0.276708;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.451756;0.000000;0.319652;0.000000;0.131059;0.262878;0.000000;0.000000;0.225816;0.000000;0.000000;0.000000;0.254923;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;4;3;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.519435,3240,4320
0ea657df47f0dcbb.jpg,12,0.055090;0.000000;0.000000;0.000000;0.000000;0.084291;0.000000;0.000000;0.000000;0.083829;0.000000;0.000000,1;0;0;0;0;1;0;0;0;1;0;0,0.0,2048,1536
0fa11f7260ffa67e.jpg,6,0.000000;0.000000;0.524143;0.312068;0.000000;0.000000,0;0;1;2;0;0,0.0,1067,1600
103156b19827a5fc.jpg,12,0.053457;0.000000;0.000000;0.000000;0.000000;0.080527;0.528109;0.000000;0.000000;0.278363;0.728574;0.000000,1;0;0;0;0;1;1;0;0;1;2;0,0.129285,2048,1536
10517249ac232c8f.jpg,12,0.000000;0.000000;0.133657;0.315723;0.000000;0.000000;0.161389;0.000000;0.622028;0.149043;0.108476;0.248140,0;0;1;2;0;0;2;0;2;2;2;1,0.181889,2048,1536
138171babca75da4.jpg,20,0.000000;0.000000;0.065658;0.000000;0.000000;0.000000;0.307283;0.205453;0.000000;0.000000;0.000000;0.165591;0.190586;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;1;0;0;0;1;3;0;0;0;1;2;0;0;0;0;0;0;0,0.0,2517,1888
13b6289aef7a24b7.jpg,6,0.000000;0.000000;0.055609;0.000000;0.000000;0.000000,0;0;1;0;0;0,0.0,1280,960
1420e78038f82919.jpg,42,0.000000;0.000000;0.000000;0.000000;0.066134;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.057280;0.000000;0.000000;0.000000;0.000000;0.106672;0.000000;0.000000;0.000000;0.000000;0.073934;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.052326;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.086126,0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1,0.0,3648,2736
14859252196fd7a6.jpg,35,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.177764;0.000000;0.000000;0.000000;0.000000;0.201254;0.000000;0.000000;0.251839;0.000000;0.000000;0.000000;0.058007;0.129110;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0,0.0,3264,2448
15e838aba2dccc8b.jpg,20,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,1863,2497
1655ed7fefd46b13.jpg,20,0.188745;0.064375;0.000000;0.000000;0.000000;0.096810;0.432443;0.304746;0.000000;0.000000;0.194145;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.312569;0.000000;0.000000,1;1;0;0;0;2;2;3;0;0;1;0;0;0;0;0;0;1;0;0,0.0,2560,1920
1876ff97a1af1590.jpg,12,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0,0.06169,2048,1536
18f71db2bd75ac5b.jpg,48,0.085615;0.000000;0.151815;0.056806;0.081891;0.000000;0.000000;0.000000;0.050031;0.110555;0.000000;0.000000;0.236210;0.000000;0.000000;0.000000;0.061495;0.218374;0.000000;0.084248;0.000000;0.000000;0.000000;0.000000;0.080431;0.000000;0.086901;0.000000;0.000000;0.134028;0.264203;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.098813;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.142090;0.161906;0.000000,2;0;1;1;1;0;0;0;1;2;0;0;2;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;2;0,0.0,4000,3000
1a0ef4b7b43fd5ee.jpg,63,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.058473;0.229704;0.147932;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.274062;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.134500;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,4320,3240
1b93c5c119ca13a2.jpg,12,0.000000;0.144201;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.065997;0.000000;0.000000;0.000000,0;2;0;0;0;0;0;0;1;0;0;0,0.0,1900,1267
1c27e643d5bd43bb.jpg,35,0.117057;0.629352;0.000000;0.077429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.149886;0.140255;0.416264;0.000000;0.210561;0.104226;0.000000;0.641844;0.000000;0.108809;0.000000;0.823983;0.869847;0.331325;0.497193;0.075138;0.000000;0.000000;0.000000;0.095907,1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;0;1;0;1;0;2;1;1;1;2;0;0;0;3,0.0,3264,2448
1c744a56b31d0d1f.jpg,8,0.158006;0.000000;0.000000;0.000000;0.075303;0.000000;0.000000;0.000000,1;0;0;0;1;0;0;0,0.103935,1690,1122
1c92fdf4ef1959ef.jpg,9,0.000000;0.138350;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.073607,0;1;0;0;0;0;0;0;1,0.0,1600,1200
1d5f3d366ce8193c.jpg,35,0.000000;0.000000;0.239549;0.000000;0.059442;0.000000;0.000000;0.054495;0.545740;0.192838;0.000000;0.000000;0.064228;0.000000;0.000000;0.682306;0.000000;0.000000;0.493860;0.531942;0.000000;0.161387;0.084314;0.156536;0.000000;0.639173;0.000000;0.000000;0.000000;0.067135;0.000000;0.000000;0.000000;0.090753;0.060376,0;0;1;0;1;0;0;1;2;2;0;0;1;0;0;4;0;0;1;1;0;2;1;1;0;1;0;0;0;1;0;0;0;1;2,0.0,3456,2592
1dec8b9aacf770e2.jpg,4,0.000000;0.173509;0.192878;0.000000,0;1;2;0,0.0,1080,1080
1dfc8694ca27bf06.jpg,35,0.000000;0.110032;0.168397;0.052239;0.070479;0.076563;0.075001;0.364938;0.063095;0.140987;0.000000;0.000000;0.000000;0.000000;0.362570;0.247083;0.128006;0.062346;0.449591;0.000000;0.000000;0.369514;0.616642;0.500324;0.579821;0.000000;0.000000;0.000000;0.283169;0.178173;0.593292;0.331187;0.170331;0.000000;0.000000,0;4;1;1;2;2;1;4;1;1;0;0;0;0;4;1;1;2;4;0;0;4;8;3;2;0;0;0;3;7;8;2;1;0;0,0.0,3264,2448
1e262476034c7766.jpg,70,0.000000;0.000000;0.060105;0.000000;0.000000;0.000000;0.053890;0.000000;0.000000;0.000000;0.122634;0.570688;0.369679;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.276079;0.000000;0.000000;0.068491;0.000000;0.061575;0.065147;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.368250;0.000000;0.000000;0.092643;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.071683;0.000000;0.000000;0.000000;0.000000;0.000000;0.065015;0.000000;0.000000;0.000000,0;0;1;0;0;0;1;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0,0.0,5184,3456
1e34f92f5ea27d83.jpg,66,0.113785;0.000000;0.198610;0.000000;0.000000;0.243798;0.421943;0.147688;0.000000;0.000000;0.000000;0.105105;0.183021;0.581813;0.566337;0.578339;0.417257;0.378614;0.055634;0.173041;0.105779;0.000000;0.252088;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.184575;0.000000;0.000000;0.000000;0.080118;0.000000;0.000000;0.052933;0.000000;0.000000;0.000000;0.346791;0.000000;0.000000;0.058753;0.000000;0.000000;0.000000;0.000000;0.051945;0.000000;0.000000;0.000000;0.417608;0.070330;0.163767;0.000000;0.000000;0.156206;0.000000;0.280421;0.000000;0.284201;0.000000;0.058829;0.161275,1;0;3;0;0;3;3;5;0;0;0;1;1;5;3;2;5;3;1;1;2;0;2;0;0;0;0;0;0;0;2;0;0;0;2;0;0;1;0;0;0;3;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;1;0;1;0;1;0;1;2,0.274574,5376,3024
1eb23c0cbf0c2ca3.jpg,4,0.475128;0.501155;0.221611;0.262747,3;1;3;2,0.0,1024,768
1ecc0db941d92657.jpg,8,0.000000;0.000000;0.000000;0.000000;0.246242;0.610068;0.451838;0.000000,0;0;0;0;5;1;1;0,0.107441,2008,1138
1f033af8fc7682e6.jpg,30,0.000000;0.287733;0.663402;0.000000;0.000000;0.000000;0.000000;0.209728;0.064651;0.000000;0.000000;0.000000;0.000000;0.067317;0.000000;0.000000;0.501224;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;1;3;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0.0,2398,2997
1f16c49c14b01b90.jpg,12,0.114126;0.628996;0.395753;0.000000;0.058700;0.000000;0.411775;0.482471;0.057960;0.000000;0.109708;0.000000,2;3;1;0;1;0;1;2;1;0;2;0,0.114337,2048,1360
1fc64a014f899fad.jpg,35,0.000000;0.000000;0.263883;0.050721;0.000000;0.106794;0.000000;0.000000;0.000000;0.000000;0.000000;0.069664;0.073258;0.114579;0.183946;0.255740;0.000000;0.000000;0.118094;0.000000;0.000000;0.000000;0.000000;0.393821;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.469981;0.053070;0.000000;0.000000;0.000000,0;0;3;1;0;1;0;0;0;0;0;1;1;1;2;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0,0.0,3504,2336
1fcd36aa10ce8cae.jpg,12,0.308542;0.087096;0.186083;0.000000;0.000000;0.430042;0.343987;0.188188;0.000000;0.119315;0.147094;0.539329,3;1;2;0;0;3;2;1;0;3;2;1,0.071587,2048,1539
2035d3a7a1b7fc04.jpg,12,0.664085;0.000000;0.000000;0.000000;0.147347;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,1;0;0;0;2;0;0;0;0;0;0;0,0.0,1380,2048
2045a7efb3ad6815.jpg,15,0.000000;0.000000;0.222882;0.000000;0.000000;0.000000;0.257708;0.122863;0.157228;0.105486;0.000000;0.000000;0.109341;0.000000;0.073522,0;0;2;0;0;0;1;3;2;4;0;0;1;0;3,0.0,2500,1656
207d09af2f583c31.jpg,12,0.000000;0.000000;0.000000;0.000000;0.000000;0.057050;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;0;0;0;0;1;0;0;0;0;0;0,0.0,1982,1416
208f299f827441fb.jpg,15,0.000000;0.135897;0.000000;0.000000;0.000000;0.484818;0.080729;0.310002;0.593103;0.160425;0.087573;0.000000;0.133684;0.289122;0.124689,0;2;0;0;0;1;1;1;6;2;3;0;3;2;3,0.05335,1552,2592
214a4b9be6fdd6c2.jpg,9,0.000000;0.129550;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0;2;0;0;0;0;0;0;0,0.0,1600,1200
23b73886e375fa7e.jpg,12,0.075479;0.090895;0.000000;0.406925;0.000000;0.167059;0.118326;0.000000;0.000000;0.000000;0.000000;0.000000,1;1;0;1;0;2;1;0;0;0;0;0,0.0,2000,1328
23be40c20d455375.jpg,20,0.000000;0.000000;0.000000;0.261181;0.508247;0.111520;0.429789;0.000000;0.326173;0.432407;0.000000;0.000000;0.051531;0.081269;0.460638;0.205077;0.000000;0.000000;0.000000;0.238527,0;0;0;1;1;1;1;0;1;1;0;0;1;1;1;1;0;0;0;1,0.0,2592,1944
23deeb38b5097d22.jpg,24,0.000000;0.068060;0.000000;0.139566;0.000000;0.000000;0.000000;0.000000;0.000000;0.076984;0.000000;0.000000;0.000000;0.000000;0.000000;0.098308;0.000000;0.000000;0.000000;0.000000;0.000000;0.118832;0.068162;0.000000,0;1;0;2;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;1;0,0.203332,2816,2112
24443a13d8f6e54a.jpg,15,0.000000;0.000000;0.000000;0.133399;0.138336;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.120575;0.000000;0.074260;0.057677,0;0;0;2;1;0;0;0;0;0;0;1;0;1;1,0.0,2216,1259
249f174ee917ab1d.jpg,54,0.000000;0.092338;0.078445;0.098721;0.000000;0.000000;0.053636;0.056307;0.000000;0.000000;0.058868;0.526244;0.149754;0.201444;0.314740;0.127712;0.000000;0.000000;0.250113;0.223364;0.159170;0.063950;0.084077;0.170485;0.066216;0.434265;0.283201;0.000000;0.483140;0.581025;0.059278;0.661601;0.657163;0.000000;0.432839;0.539216;0.134874;0.095448;0.560542;0.503386;0.549113;0.574025;0.220978;0.130822;0.193744;0.266058;0.135591;0.196513;0.574014;0.643318;0.661377;0.799687;0.069688;0.068428,0;1;2;2;0;0;1;1;0;0;1;2;1;3;2;2;0;0;2;4;1;1;2;2;2;6;3;0;2;2;1;3;2;0;2;2;3;2;4;12;5;4;1;1;1;7;2;4;17;7;6;1;1;1,0.13656,4272,2848
