img,n_boxes,max_conf,fp@0.25,fp@0.4,fp@0.5,fp@0.7
000000022192.jpg,2,0.0405,0,0,0,0
000000022371.jpg,1,0.1241,0,0,0,0
000000022396.jpg,1,0.8807,1,1,1,1
000000022479.jpg,2,0.0528,0,0,0,0
000000022623.jpg,1,0.0152,0,0,0,0
000000022705.jpg,11,0.1094,0,0,0,0
000000022755.jpg,5,0.0583,0,0,0,0
000000022935.jpg,1,0.1383,0,0,0,0
000000022969.jpg,6,0.5065,1,1,1,0
000000023023.jpg,3,0.3335,1,0,0,0
000000023034.jpg,6,0.4685,1,1,0,0
000000023126.jpg,2,0.3601,1,0,0,0
000000023230.jpg,5,0.357,1,0,0,0
000000023359.jpg,21,0.403,1,1,0,0
000000023666.jpg,5,0.6397,1,1,1,0
000000023751.jpg,2,0.1418,0,0,0,0
000000023781.jpg,3,0.1184,0,0,0,0
000000023899.jpg,1,0.6756,1,1,1,0
000000024021.jpg,4,0.0252,0,0,0,0
000000024027.jpg,3,0.5005,1,1,1,0
000000024144.jpg,2,0.0175,0,0,0,0
000000024243.jpg,2,0.3176,1,0,0,0
000000024567.jpg,0,0.0,0,0,0,0
000000024919.jpg,5,0.1904,0,0,0,0
000000025057.jpg,3,0.0403,0,0,0,0
000000025096.jpg,4,0.6594,1,1,1,0
000000025181.jpg,5,0.0399,0,0,0,0
000000025393.jpg,5,0.4891,1,1,0,0
000000025394.jpg,5,0.0313,0,0,0,0
000000025560.jpg,0,0.0,0,0,0,0
000000025593.jpg,3,0.0878,0,0,0,0
000000025986.jpg,1,0.0197,0,0,0,0
000000026204.jpg,8,0.3068,1,0,0,0
000000026690.jpg,2,0.7262,1,1,1,1
000000026941.jpg,6,0.7649,1,1,1,1
000000027186.jpg,2,0.1091,0,0,0,0
000000027620.jpg,4,0.2518,1,0,0,0
000000027696.jpg,2,0.5399,1,1,1,0
000000027768.jpg,13,0.1309,0,0,0,0
000000027932.jpg,3,0.435,1,1,0,0
000000027972.jpg,0,0.0,0,0,0,0
000000028449.jpg,0,0.0,0,0,0,0
000000028993.jpg,15,0.0852,0,0,0,0
000000029393.jpg,5,0.0734,0,0,0,0
000000029397.jpg,4,0.6341,1,1,1,0
000000029596.jpg,15,0.361,1,0,0,0
000000029675.jpg,7,0.063,0,0,0,0
000000030213.jpg,12,0.3207,1,0,0,0
000000030785.jpg,0,0.0,0,0,0,0
000000030828.jpg,7,0.0368,0,0,0,0
000000031050.jpg,2,0.0608,0,0,0,0
000000031093.jpg,1,0.4746,1,1,0,0
000000031118.jpg,8,0.1408,0,0,0,0
000000031217.jpg,2,0.5079,1,1,1,0
000000031248.jpg,4,0.0288,0,0,0,0
000000031269.jpg,1,0.0992,0,0,0,0
000000031296.jpg,11,0.0744,0,0,0,0
000000031322.jpg,18,0.2025,0,0,0,0
000000031620.jpg,6,0.3834,1,0,0,0
000000031735.jpg,5,0.1353,0,0,0,0
000000031749.jpg,2,0.0307,0,0,0,0
000000032038.jpg,0,0.0,0,0,0,0
000000032081.jpg,2,0.1129,0,0,0,0
000000032285.jpg,2,0.0313,0,0,0,0
000000032334.jpg,0,0.0,0,0,0,0
000000032570.jpg,2,0.0278,0,0,0,0
000000032735.jpg,2,0.7836,1,1,1,1
000000032811.jpg,1,0.0164,0,0,0,0
000000032817.jpg,0,0.0,0,0,0,0
000000032861.jpg,5,0.1429,0,0,0,0
000000032887.jpg,4,0.4212,1,1,0,0
000000032941.jpg,2,0.0611,0,0,0,0
000000033005.jpg,7,0.201,0,0,0,0
000000033104.jpg,0,0.0,0,0,0,0
000000033109.jpg,1,0.0729,0,0,0,0
000000033368.jpg,1,0.0187,0,0,0,0
000000033707.jpg,2,0.2496,0,0,0,0
000000033759.jpg,4,0.5162,1,1,1,0
000000033854.jpg,4,0.0937,0,0,0,0
000000034071.jpg,2,0.1302,0,0,0,0
000000034139.jpg,17,0.2146,0,0,0,0
000000034205.jpg,6,0.031,0,0,0,0
000000034257.jpg,4,0.0707,0,0,0,0
000000034417.jpg,0,0.0,0,0,0,0
000000034452.jpg,19,0.0604,0,0,0,0
000000034760.jpg,10,0.6653,1,1,1,0
000000034873.jpg,18,0.3832,1,0,0,0
000000035062.jpg,0,0.0,0,0,0,0
000000035197.jpg,0,0.0,0,0,0,0
000000035279.jpg,5,0.3388,1,0,0,0
000000035326.jpg,4,0.0722,0,0,0,0
000000035682.jpg,5,0.1178,0,0,0,0
000000035770.jpg,3,0.0556,0,0,0,0
000000036494.jpg,3,0.4712,1,1,0,0
000000036539.jpg,5,0.0841,0,0,0,0
000000036660.jpg,6,0.332,1,0,0,0
000000036678.jpg,3,0.0311,0,0,0,0
000000036861.jpg,2,0.0191,0,0,0,0
000000036936.jpg,4,0.0642,0,0,0,0
000000037670.jpg,5,0.0491,0,0,0,0
000000037740.jpg,2,0.0545,0,0,0,0
000000037777.jpg,5,0.6056,1,1,1,0
000000037988.jpg,4,0.639,1,1,1,0
000000038048.jpg,4,0.0638,0,0,0,0
000000038070.jpg,2,0.4417,1,1,0,0
000000038118.jpg,1,0.0198,0,0,0,0
000000038210.jpg,1,0.0101,0,0,0,0
000000038576.jpg,4,0.3707,1,0,0,0
000000038678.jpg,0,0.0,0,0,0,0
000000038825.jpg,3,0.026,0,0,0,0
000000038829.jpg,7,0.2046,0,0,0,0
000000039405.jpg,3,0.1009,0,0,0,0
000000039484.jpg,9,0.7062,1,1,1,1
000000039551.jpg,2,0.2607,1,0,0,0
000000039670.jpg,6,0.3598,1,0,0,0
000000039785.jpg,3,0.3245,1,0,0,0
000000039914.jpg,10,0.3878,1,0,0,0
000000039951.jpg,4,0.4622,1,1,0,0
000000039956.jpg,8,0.5394,1,1,1,0
000000040036.jpg,8,0.1807,0,0,0,0
000000040083.jpg,10,0.2899,1,0,0,0
000000040471.jpg,3,0.6098,1,1,1,0
000000040757.jpg,1,0.2716,1,0,0,0
000000041488.jpg,8,0.1409,0,0,0,0
000000041888.jpg,2,0.0782,0,0,0,0
000000041990.jpg,1,0.0257,0,0,0,0
000000042070.jpg,2,0.1191,0,0,0,0
000000042102.jpg,0,0.0,0,0,0,0
000000042178.jpg,16,0.463,1,1,0,0
000000042276.jpg,2,0.0413,0,0,0,0
000000042528.jpg,0,0.0,0,0,0,0
000000042563.jpg,7,0.3814,1,0,0,0
000000042628.jpg,2,0.623,1,1,1,0
000000042888.jpg,0,0.0,0,0,0,0
000000042889.jpg,0,0.0,0,0,0,0
000000043314.jpg,1,0.4983,1,1,0,0
000000043435.jpg,3,0.0273,0,0,0,0
000000043581.jpg,2,0.287,1,0,0,0
000000043737.jpg,1,0.0355,0,0,0,0
000000043816.jpg,15,0.0557,0,0,0,0
000000044195.jpg,1,0.0102,0,0,0,0
000000044260.jpg,12,0.0868,0,0,0,0
000000044590.jpg,2,0.3519,1,0,0,0
000000044699.jpg,4,0.0898,0,0,0,0
000000044877.jpg,1,0.6695,1,1,1,0
000000045070.jpg,3,0.0379,0,0,0,0
000000045090.jpg,1,0.0886,0,0,0,0
000000045229.jpg,7,0.8778,1,1,1,1
000000045472.jpg,0,0.0,0,0,0,0
000000045550.jpg,5,0.0666,0,0,0,0
000000045596.jpg,10,0.0582,0,0,0,0
000000045728.jpg,5,0.1694,0,0,0,0
000000046252.jpg,3,0.1869,0,0,0,0
000000046378.jpg,1,0.0107,0,0,0,0
000000046463.jpg,3,0.4663,1,1,0,0
000000046497.jpg,3,0.0339,0,0,0,0
000000046804.jpg,1,0.686,1,1,1,0
000000047010.jpg,5,0.5116,1,1,1,0
000000047112.jpg,4,0.0683,0,0,0,0
000000047121.jpg,11,0.1487,0,0,0,0
000000047571.jpg,1,0.0155,0,0,0,0
000000047585.jpg,0,0.0,0,0,0,0
000000047819.jpg,2,0.6752,1,1,1,0
000000047828.jpg,4,0.0254,0,0,0,0
000000048504.jpg,1,0.0267,0,0,0,0
000000048564.jpg,2,0.2604,1,0,0,0
000000048924.jpg,3,0.5524,1,1,1,0
000000049091.jpg,20,0.3558,1,0,0,0
000000049259.jpg,4,0.2172,0,0,0,0
000000049759.jpg,13,0.2426,0,0,0,0
000000049761.jpg,1,0.0477,0,0,0,0
000000049810.jpg,1,0.0137,0,0,0,0
000000050145.jpg,2,0.5298,1,1,1,0
000000050149.jpg,1,0.011,0,0,0,0
000000050165.jpg,3,0.2381,0,0,0,0
000000050326.jpg,2,0.1492,0,0,0,0
000000050331.jpg,4,0.0459,0,0,0,0
000000050380.jpg,2,0.0109,0,0,0,0
000000050679.jpg,1,0.5055,1,1,1,0
000000050828.jpg,1,0.1088,0,0,0,0
000000050896.jpg,2,0.7102,1,1,1,1
000000050943.jpg,1,0.0553,0,0,0,0
000000051008.jpg,0,0.0,0,0,0,0
000000051309.jpg,2,0.0697,0,0,0,0
000000051326.jpg,4,0.0213,0,0,0,0
000000051598.jpg,0,0.0,0,0,0,0
000000051610.jpg,0,0.0,0,0,0,0
000000051712.jpg,4,0.0298,0,0,0,0
000000051938.jpg,1,0.0596,0,0,0,0
000000051961.jpg,1,0.7909,1,1,1,1
000000051976.jpg,1,0.2617,1,0,0,0
000000052017.jpg,1,0.9169,1,1,1,1
000000052412.jpg,5,0.1018,0,0,0,0
000000052413.jpg,5,0.5906,1,1,1,0
000000052462.jpg,7,0.1449,0,0,0,0
000000052565.jpg,1,0.0325,0,0,0,0
000000052591.jpg,3,0.6544,1,1,1,0
000000052891.jpg,3,0.4727,1,1,0,0
000000052996.jpg,1,0.8208,1,1,1,1
000000053505.jpg,3,0.7283,1,1,1,1
000000053529.jpg,5,0.0693,0,0,0,0
000000053909.jpg,0,0.0,0,0,0,0
000000053994.jpg,4,0.163,0,0,0,0
000000054164.jpg,1,0.0115,0,0,0,0
000000054592.jpg,1,0.5988,1,1,1,0
000000054593.jpg,5,0.2056,0,0,0,0
000000054605.jpg,5,0.2674,1,0,0,0
000000054628.jpg,6,0.252,1,0,0,0
000000054654.jpg,3,0.0167,0,0,0,0
000000054931.jpg,4,0.0499,0,0,0,0
000000054967.jpg,19,0.4255,1,1,0,0
000000055002.jpg,3,0.031,0,0,0,0
000000055022.jpg,3,0.4992,1,1,0,0
000000055072.jpg,3,0.1264,0,0,0,0
000000055150.jpg,5,0.1421,0,0,0,0
000000055299.jpg,2,0.2957,1,0,0,0
000000055528.jpg,5,0.0509,0,0,0,0
000000055950.jpg,3,0.5861,1,1,1,0
000000056344.jpg,3,0.0491,0,0,0,0
000000056350.jpg,2,0.0808,0,0,0,0
000000056545.jpg,0,0.0,0,0,0,0
000000057027.jpg,4,0.5123,1,1,1,0
000000057149.jpg,15,0.5084,1,1,1,0
000000057232.jpg,1,0.5199,1,1,1,0
000000057238.jpg,0,0.0,0,0,0,0
000000057244.jpg,4,0.0541,0,0,0,0
